row_id,user_id,item_id,rating,review_length,sentiment_label,sentiment_1_5,sentiment_expected_1_5,sentiment_scores,sentiment_p1,sentiment_p2,sentiment_p3,sentiment_p4,sentiment_p5
6648,4828,446,3.0,41,negative,2,2.137652908451855,"{""strongly negative"": 0.036768, ""negative"": 0.809278, ""negative or neutral"": 0.135172, ""positive"": 0.017095, ""strongly positive"": 0.001686}",0.036768,0.809278,0.135172,0.017095,0.001686
6649,70,1271,4.0,38,strongly positive,5,4.750025998335332,"{""strongly negative"": 0.003085, ""negative"": 0.00275, ""negative or neutral"": 0.00433, ""positive"": 0.220724, ""strongly positive"": 0.769111}",0.003085,0.00275,0.00433,0.220724,0.769111
6650,824,2397,4.0,102,positive,4,3.700365087890532,"{""strongly negative"": 0.000289, ""negative"": 0.004235, ""negative or neutral"": 0.291986, ""positive"": 0.701803, ""strongly positive"": 0.001687}",0.000289,0.004235,0.291986,0.701803,0.001687
6651,3380,2549,2.0,381,negative,2,2.178331209201133,"{""strongly negative"": 0.001754, ""negative"": 0.825806, ""negative or neutral"": 0.165143, ""positive"": 0.006949, ""strongly positive"": 0.000348}",0.001754,0.825806,0.165143,0.006949,0.000348
6652,4096,427,3.0,21,positive,4,3.7727687941514887,"{""strongly negative"": 0.000771, ""negative"": 0.017644, ""negative or neutral"": 0.201132, ""positive"": 0.768954, ""strongly positive"": 0.0115}",0.000771,0.017644,0.201132,0.768954,0.0115
6653,3458,987,3.0,90,negative or neutral,3,2.90842947200872,"{""strongly negative"": 0.00326, ""negative"": 0.271994, ""negative or neutral"": 0.539413, ""positive"": 0.183724, ""strongly positive"": 0.00161}",0.00326,0.271994,0.539413,0.183724,0.00161
6654,3864,2148,5.0,511,positive,4,3.834316344858962,"{""strongly negative"": 8.1e-05, ""negative"": 0.001279, ""negative or neutral"": 0.164007, ""positive"": 0.833509, ""strongly positive"": 0.001124}",8.1e-05,0.001279,0.164007,0.833509,0.001124
6655,5498,468,4.0,348,positive,4,3.4959027412114665,"{""strongly negative"": 0.000304, ""negative"": 0.007317, ""negative or neutral"": 0.489762, ""positive"": 0.501406, ""strongly positive"": 0.001211}",0.000304,0.007317,0.489762,0.501406,0.001211
6656,1755,1422,5.0,51,positive,4,4.017121671495261,"{""strongly negative"": 0.000316, ""negative"": 0.001236, ""negative or neutral"": 0.022986, ""positive"": 0.931937, ""strongly positive"": 0.043526}",0.000316,0.001236,0.022986,0.931937,0.043526
6657,3451,2836,5.0,902,negative or neutral,3,3.2101790087181143,"{""strongly negative"": 0.000608, ""negative"": 0.041705, ""negative or neutral"": 0.705419, ""positive"": 0.251436, ""strongly positive"": 0.000832}",0.000608,0.041705,0.705419,0.251436,0.000832
6658,5494,2516,5.0,16,strongly positive,5,4.577807265566662,"{""strongly negative"": 0.001229, ""negative"": 0.000959, ""negative or neutral"": 0.003839, ""positive"": 0.406723, ""strongly positive"": 0.58725}",0.001229,0.000959,0.003839,0.406723,0.58725
6659,2638,2990,5.0,94,positive,4,3.9930868519295473,"{""strongly negative"": 0.000296, ""negative"": 0.001014, ""negative or neutral"": 0.026876, ""positive"": 0.948934, ""strongly positive"": 0.02288}",0.000296,0.001014,0.026876,0.948934,0.02288
6660,4194,3315,4.0,106,positive,4,3.8273455380403902,"{""strongly negative"": 0.000133, ""negative"": 0.001576, ""negative or neutral"": 0.17065, ""positive"": 0.826095, ""strongly positive"": 0.001546}",0.000133,0.001576,0.17065,0.826095,0.001546
6661,2414,3268,5.0,264,positive,4,3.864425101310189,"{""strongly negative"": 0.000114, ""negative"": 0.002134, ""negative or neutral"": 0.135516, ""positive"": 0.857688, ""strongly positive"": 0.004549}",0.000114,0.002134,0.135516,0.857688,0.004549
6662,1967,2686,3.0,161,positive,4,3.5252607905422337,"{""strongly negative"": 0.00019, ""negative"": 0.009234, ""negative or neutral"": 0.456704, ""positive"": 0.532868, ""strongly positive"": 0.001003}",0.00019,0.009234,0.456704,0.532868,0.001003
6663,4805,2371,5.0,125,positive,4,3.8840656073371065,"{""strongly negative"": 0.000105, ""negative"": 0.000906, ""negative or neutral"": 0.11649, ""positive"": 0.879818, ""strongly positive"": 0.002681}",0.000105,0.000906,0.11649,0.879818,0.002681
6664,700,3018,5.0,28,positive,4,4.352322012069635,"{""strongly negative"": 0.000998, ""negative"": 0.002178, ""negative or neutral"": 0.008635, ""positive"": 0.619883, ""strongly positive"": 0.368306}",0.000998,0.002178,0.008635,0.619883,0.368306
6665,5458,417,5.0,171,positive,4,3.914838165655965,"{""strongly negative"": 0.000124, ""negative"": 0.002562, ""negative or neutral"": 0.086026, ""positive"": 0.904927, ""strongly positive"": 0.006361}",0.000124,0.002562,0.086026,0.904927,0.006361
6666,2316,2420,5.0,20,positive,4,4.315173867333215,"{""strongly negative"": 0.000938, ""negative"": 0.00128, ""negative or neutral"": 0.008477, ""positive"": 0.660277, ""strongly positive"": 0.329027}",0.000938,0.00128,0.008477,0.660277,0.329027
6667,1876,1591,5.0,346,positive,4,3.8868821283394936,"{""strongly negative"": 0.000295, ""negative"": 0.003003, ""negative or neutral"": 0.113788, ""positive"": 0.875352, ""strongly positive"": 0.007562}",0.000295,0.003003,0.113788,0.875352,0.007562
6668,900,453,5.0,389,positive,4,3.5618376370402984,"{""strongly negative"": 0.000446, ""negative"": 0.006397, ""negative or neutral"": 0.426222, ""positive"": 0.564744, ""strongly positive"": 0.002191}",0.000446,0.006397,0.426222,0.564744,0.002191
6669,1433,1910,1.0,129,negative,2,2.0660891349543817,"{""strongly negative"": 0.008377, ""negative"": 0.921356, ""negative or neutral"": 0.066606, ""positive"": 0.003122, ""strongly positive"": 0.000538}",0.008377,0.921356,0.066606,0.003122,0.000538
6670,3578,2418,4.0,126,positive,4,3.7133369219809538,"{""strongly negative"": 0.000128, ""negative"": 0.002586, ""negative or neutral"": 0.28344, ""positive"": 0.711516, ""strongly positive"": 0.002331}",0.000128,0.002586,0.28344,0.711516,0.002331
6671,1811,1877,5.0,212,positive,4,3.992473553400487,"{""strongly negative"": 0.000441, ""negative"": 0.001807, ""negative or neutral"": 0.032879, ""positive"": 0.934583, ""strongly positive"": 0.03029}",0.000441,0.001807,0.032879,0.934583,0.03029
6672,3750,2291,5.0,266,positive,4,3.753216692275601,"{""strongly negative"": 0.000265, ""negative"": 0.005656, ""negative or neutral"": 0.238284, ""positive"": 0.752188, ""strongly positive"": 0.003607}",0.000265,0.005656,0.238284,0.752188,0.003607
6673,361,1416,5.0,316,positive,4,3.8540289929587743,"{""strongly negative"": 8.4e-05, ""negative"": 0.001119, ""negative or neutral"": 0.144728, ""positive"": 0.852822, ""strongly positive"": 0.001247}",8.4e-05,0.001119,0.144728,0.852822,0.001247
6674,5457,662,2.0,86,negative,2,2.127541087102145,"{""strongly negative"": 0.002914, ""negative"": 0.875634, ""negative or neutral"": 0.112926, ""positive"": 0.008052, ""strongly positive"": 0.000475}",0.002914,0.875634,0.112926,0.008052,0.000475
6675,4952,929,3.0,200,negative or neutral,3,3.096191134245601,"{""strongly negative"": 0.000731, ""negative"": 0.071582, ""negative or neutral"": 0.759345, ""positive"": 0.167451, ""strongly positive"": 0.000892}",0.000731,0.071582,0.759345,0.167451,0.000892
6676,1960,3327,4.0,42,positive,4,4.19180105230771,"{""strongly negative"": 0.001701, ""negative"": 0.003245, ""negative or neutral"": 0.01199, ""positive"": 0.76768, ""strongly positive"": 0.215385}",0.001701,0.003245,0.01199,0.76768,0.215385
6677,887,1360,5.0,17,positive,4,3.969992803191417,"{""strongly negative"": 0.000176, ""negative"": 0.000814, ""negative or neutral"": 0.034612, ""positive"": 0.95764, ""strongly positive"": 0.006759}",0.000176,0.000814,0.034612,0.95764,0.006759
6678,5479,1273,5.0,345,positive,4,3.656671558215749,"{""strongly negative"": 0.000254, ""negative"": 0.003573, ""negative or neutral"": 0.338384, ""positive"": 0.654826, ""strongly positive"": 0.002963}",0.000254,0.003573,0.338384,0.654826,0.002963
6679,3920,1460,1.0,48,negative,2,2.384413499501534,"{""strongly negative"": 0.002676, ""negative"": 0.658334, ""negative or neutral"": 0.292805, ""positive"": 0.044272, ""strongly positive"": 0.001913}",0.002676,0.658334,0.292805,0.044272,0.001913
6680,5342,1954,5.0,164,positive,4,3.933330666390248,"{""strongly negative"": 0.000219, ""negative"": 0.002277, ""negative or neutral"": 0.068675, ""positive"": 0.921611, ""strongly positive"": 0.007217}",0.000219,0.002277,0.068675,0.921611,0.007217
6681,4884,3368,5.0,280,positive,4,3.8405402020725887,"{""strongly negative"": 0.000477, ""negative"": 0.006821, ""negative or neutral"": 0.150069, ""positive"": 0.836952, ""strongly positive"": 0.005681}",0.000477,0.006821,0.150069,0.836952,0.005681
6682,3488,1422,5.0,159,positive,4,3.9143057118635625,"{""strongly negative"": 0.000529, ""negative"": 0.005208, ""negative or neutral"": 0.098084, ""positive"": 0.871786, ""strongly positive"": 0.024393}",0.000529,0.005208,0.098084,0.871786,0.024393
6683,4050,328,3.0,180,positive,4,3.4956915993243456,"{""strongly negative"": 0.001192, ""negative"": 0.08083, ""negative or neutral"": 0.34224, ""positive"": 0.572571, ""strongly positive"": 0.003167}",0.001192,0.08083,0.34224,0.572571,0.003167
6684,765,626,4.0,44,positive,4,3.916351628016855,"{""strongly negative"": 0.000103, ""negative"": 0.000836, ""negative or neutral"": 0.085426, ""positive"": 0.909876, ""strongly positive"": 0.003759}",0.000103,0.000836,0.085426,0.909876,0.003759
6685,1408,2630,4.0,152,positive,4,3.983927138644504,"{""strongly negative"": 0.00027, ""negative"": 0.002098, ""negative or neutral"": 0.026667, ""positive"": 0.955366, ""strongly positive"": 0.015599}",0.00027,0.002098,0.026667,0.955366,0.015599
6686,2262,1677,5.0,658,positive,4,3.5223958078131545,"{""strongly negative"": 0.000303, ""negative"": 0.008245, ""negative or neutral"": 0.462089, ""positive"": 0.527481, ""strongly positive"": 0.001883}",0.000303,0.008245,0.462089,0.527481,0.001883
6687,2567,1230,3.0,55,negative or neutral,3,3.280886618740624,"{""strongly negative"": 0.000251, ""negative"": 0.004557, ""negative or neutral"": 0.709851, ""positive"": 0.284734, ""strongly positive"": 0.000606}",0.000251,0.004557,0.709851,0.284734,0.000606
6688,5100,835,5.0,70,positive,4,4.142051486996934,"{""strongly negative"": 0.001094, ""negative"": 0.004492, ""negative or neutral"": 0.035095, ""positive"": 0.769906, ""strongly positive"": 0.189413}",0.001094,0.004492,0.035095,0.769906,0.189413
6689,5300,1509,2.0,88,negative or neutral,3,3.116929427254945,"{""strongly negative"": 0.00106, ""negative"": 0.05656, ""negative or neutral"": 0.767956, ""positive"": 0.173236, ""strongly positive"": 0.001187}",0.00106,0.05656,0.767956,0.173236,0.001187
6690,4946,2034,5.0,146,positive,4,3.6993731504917378,"{""strongly negative"": 0.000243, ""negative"": 0.003941, ""negative or neutral"": 0.294135, ""positive"": 0.699562, ""strongly positive"": 0.002119}",0.000243,0.003941,0.294135,0.699562,0.002119
6691,2863,2957,5.0,74,negative or neutral,3,3.4364892334124306,"{""strongly negative"": 0.000132, ""negative"": 0.003363, ""negative or neutral"": 0.557311, ""positive"": 0.438275, ""strongly positive"": 0.00092}",0.000132,0.003363,0.557311,0.438275,0.00092
6692,4227,3160,4.0,369,positive,4,3.8655476240674034,"{""strongly negative"": 0.000201, ""negative"": 0.001854, ""negative or neutral"": 0.13387, ""positive"": 0.860344, ""strongly positive"": 0.00373}",0.000201,0.001854,0.13387,0.860344,0.00373
6693,3470,203,4.0,157,positive,4,3.8460643190628616,"{""strongly negative"": 0.000231, ""negative"": 0.001626, ""negative or neutral"": 0.152611, ""positive"": 0.842908, ""strongly positive"": 0.002623}",0.000231,0.001626,0.152611,0.842908,0.002623
6694,4082,2465,2.0,452,negative or neutral,3,3.4113745092763565,"{""strongly negative"": 0.000444, ""negative"": 0.013992, ""negative or neutral"": 0.560716, ""positive"": 0.423441, ""strongly positive"": 0.001407}",0.000444,0.013992,0.560716,0.423441,0.001407
6695,509,1519,3.0,695,positive,4,3.505090292135719,"{""strongly negative"": 0.000129, ""negative"": 0.005965, ""negative or neutral"": 0.483339, ""positive"": 0.50982, ""strongly positive"": 0.000747}",0.000129,0.005965,0.483339,0.50982,0.000747
6696,1854,1797,5.0,196,positive,4,3.7294379542581737,"{""strongly negative"": 0.000496, ""negative"": 0.019176, ""negative or neutral"": 0.233834, ""positive"": 0.743379, ""strongly positive"": 0.003114}",0.000496,0.019176,0.233834,0.743379,0.003114
6697,544,769,5.0,35,positive,4,4.023437907831976,"{""strongly negative"": 0.000299, ""negative"": 0.000717, ""negative or neutral"": 0.010815, ""positive"": 0.951585, ""strongly positive"": 0.036584}",0.000299,0.000717,0.010815,0.951585,0.036584
6698,2209,2569,5.0,260,positive,4,3.969810912240064,"{""strongly negative"": 0.000206, ""negative"": 0.001039, ""negative or neutral"": 0.03944, ""positive"": 0.947367, ""strongly positive"": 0.011948}",0.000206,0.001039,0.03944,0.947367,0.011948
6699,2935,1229,4.0,195,positive,4,3.5728220339951804,"{""strongly negative"": 0.000117, ""negative"": 0.004074, ""negative or neutral"": 0.419636, ""positive"": 0.575214, ""strongly positive"": 0.000959}",0.000117,0.004074,0.419636,0.575214,0.000959
6700,5199,2859,5.0,353,positive,4,3.863115376865608,"{""strongly negative"": 0.00018, ""negative"": 0.004081, ""negative or neutral"": 0.132133, ""positive"": 0.859658, ""strongly positive"": 0.003949}",0.00018,0.004081,0.132133,0.859658,0.003949
6701,4261,722,5.0,129,positive,4,3.891435617028037,"{""strongly negative"": 0.000315, ""negative"": 0.006131, ""negative or neutral"": 0.102763, ""positive"": 0.883385, ""strongly positive"": 0.007406}",0.000315,0.006131,0.102763,0.883385,0.007406
6702,4963,1239,3.0,179,negative or neutral,3,3.3292322128545493,"{""strongly negative"": 0.000648, ""negative"": 0.044603, ""negative or neutral"": 0.581095, ""positive"": 0.372177, ""strongly positive"": 0.001477}",0.000648,0.044603,0.581095,0.372177,0.001477
6703,749,2574,5.0,155,positive,4,3.888549910625443,"{""strongly negative"": 0.000305, ""negative"": 0.006439, ""negative or neutral"": 0.108281, ""positive"": 0.874351, ""strongly positive"": 0.010624}",0.000305,0.006439,0.108281,0.874351,0.010624
6704,31,2615,4.0,259,positive,4,3.95314274316479,"{""strongly negative"": 0.000221, ""negative"": 0.001104, ""negative or neutral"": 0.053541, ""positive"": 0.93558, ""strongly positive"": 0.009554}",0.000221,0.001104,0.053541,0.93558,0.009554
6705,1394,1692,1.0,58,negative,2,1.977580406353809,"{""strongly negative"": 0.043002, ""negative"": 0.938993, ""negative or neutral"": 0.016067, ""positive"": 0.001296, ""strongly positive"": 0.000641}",0.043002,0.938993,0.016067,0.001296,0.000641
6706,3439,2927,5.0,170,positive,4,3.850098811672069,"{""strongly negative"": 0.000273, ""negative"": 0.002859, ""negative or neutral"": 0.1461, ""positive"": 0.848031, ""strongly positive"": 0.002737}",0.000273,0.002859,0.1461,0.848031,0.002737
6707,1903,685,5.0,293,negative or neutral,3,3.4322257946332684,"{""strongly negative"": 9.6e-05, ""negative"": 0.006848, ""negative or neutral"": 0.554377, ""positive"": 0.438091, ""strongly positive"": 0.000587}",9.6e-05,0.006848,0.554377,0.438091,0.000587
6708,3873,1941,5.0,130,positive,4,4.031038705288665,"{""strongly negative"": 0.000387, ""negative"": 0.001087, ""negative or neutral"": 0.014574, ""positive"": 0.935004, ""strongly positive"": 0.048948}",0.000387,0.001087,0.014574,0.935004,0.048948
6709,4138,1937,4.0,887,positive,4,3.8432356556513696,"{""strongly negative"": 0.000119, ""negative"": 0.001493, ""negative or neutral"": 0.155375, ""positive"": 0.841056, ""strongly positive"": 0.001956}",0.000119,0.001493,0.155375,0.841056,0.001956
6710,47,955,5.0,36,positive,4,3.993018441091408,"{""strongly negative"": 0.000217, ""negative"": 0.000499, ""negative or neutral"": 0.020334, ""positive"": 0.963947, ""strongly positive"": 0.015003}",0.000217,0.000499,0.020334,0.963947,0.015003
6711,5055,3049,5.0,70,positive,4,4.429138456238434,"{""strongly negative"": 0.002037, ""negative"": 0.003012, ""negative or neutral"": 0.006124, ""positive"": 0.541429, ""strongly positive"": 0.447398}",0.002037,0.003012,0.006124,0.541429,0.447398
6712,1989,2311,5.0,121,positive,4,4.1328256875276566,"{""strongly negative"": 0.00112, ""negative"": 0.003531, ""negative or neutral"": 0.017692, ""positive"": 0.816717, ""strongly positive"": 0.16094}",0.00112,0.003531,0.017692,0.816717,0.16094
6713,1118,2303,5.0,26,strongly positive,5,4.646713690366596,"{""strongly negative"": 0.002441, ""negative"": 0.002027, ""negative or neutral"": 0.005289, ""positive"": 0.326864, ""strongly positive"": 0.66338}",0.002441,0.002027,0.005289,0.326864,0.66338
6714,1139,781,4.0,119,positive,4,3.8258507076971,"{""strongly negative"": 0.000117, ""negative"": 0.002428, ""negative or neutral"": 0.172048, ""positive"": 0.822304, ""strongly positive"": 0.003104}",0.000117,0.002428,0.172048,0.822304,0.003104
6715,4226,1277,4.0,73,positive,4,4.27843226317782,"{""strongly negative"": 0.001938, ""negative"": 0.004093, ""negative or neutral"": 0.014247, ""positive"": 0.673042, ""strongly positive"": 0.30668}",0.001938,0.004093,0.014247,0.673042,0.30668
6716,4996,408,3.0,35,positive,4,3.7868039659806527,"{""strongly negative"": 0.000264, ""negative"": 0.004584, ""negative or neutral"": 0.205889, ""positive"": 0.786611, ""strongly positive"": 0.002652}",0.000264,0.004584,0.205889,0.786611,0.002652
6717,365,1406,5.0,54,positive,4,4.031559260329232,"{""strongly negative"": 0.000532, ""negative"": 0.000792, ""negative or neutral"": 0.010491, ""positive"": 0.942957, ""strongly positive"": 0.045229}",0.000532,0.000792,0.010491,0.942957,0.045229
6718,5088,2154,5.0,27,strongly positive,5,4.78013189136982,"{""strongly negative"": 0.001902, ""negative"": 0.001308, ""negative or neutral"": 0.002704, ""positive"": 0.202929, ""strongly positive"": 0.791157}",0.001902,0.001308,0.002704,0.202929,0.791157
6719,5385,1855,4.0,168,negative or neutral,3,2.882310501052416,"{""strongly negative"": 0.000225, ""negative"": 0.155043, ""negative or neutral"": 0.807127, ""positive"": 0.037406, ""strongly positive"": 0.000199}",0.000225,0.155043,0.807127,0.037406,0.000199
6720,1837,3082,4.0,136,positive,4,3.870169341906149,"{""strongly negative"": 0.000103, ""negative"": 0.002193, ""negative or neutral"": 0.127713, ""positive"": 0.867414, ""strongly positive"": 0.002577}",0.000103,0.002193,0.127713,0.867414,0.002577
6721,4831,3021,4.0,310,positive,4,3.659018632257357,"{""strongly negative"": 0.000233, ""negative"": 0.003338, ""negative or neutral"": 0.335012, ""positive"": 0.660012, ""strongly positive"": 0.001405}",0.000233,0.003338,0.335012,0.660012,0.001405
6722,1185,738,5.0,64,positive,4,3.953499500683392,"{""strongly negative"": 0.000146, ""negative"": 0.000924, ""negative or neutral"": 0.051521, ""positive"": 0.9401, ""strongly positive"": 0.007308}",0.000146,0.000924,0.051521,0.9401,0.007308
6723,4823,3552,1.0,58,negative,2,1.846707682707347,"{""strongly negative"": 0.203336, ""negative"": 0.753285, ""negative or neutral"": 0.038281, ""positive"": 0.003531, ""strongly positive"": 0.001567}",0.203336,0.753285,0.038281,0.003531,0.001567
6724,4767,951,4.0,1026,negative or neutral,3,3.2039108127646614,"{""strongly negative"": 0.000443, ""negative"": 0.033086, ""negative or neutral"": 0.729323, ""positive"": 0.236416, ""strongly positive"": 0.000733}",0.000443,0.033086,0.729323,0.236416,0.000733
6725,2411,1984,5.0,297,positive,4,3.55308636391419,"{""strongly negative"": 0.000384, ""negative"": 0.008793, ""negative or neutral"": 0.429922, ""positive"": 0.559151, ""strongly positive"": 0.001748}",0.000384,0.008793,0.429922,0.559151,0.001748
6726,5383,1126,5.0,163,positive,4,4.0416920490097255,"{""strongly negative"": 0.000421, ""negative"": 0.001441, ""negative or neutral"": 0.015995, ""positive"": 0.92031, ""strongly positive"": 0.061833}",0.000421,0.001441,0.015995,0.92031,0.061833
6727,1882,2354,4.0,453,positive,4,3.710811511351494,"{""strongly negative"": 0.000244, ""negative"": 0.002648, ""negative or neutral"": 0.285219, ""positive"": 0.709827, ""strongly positive"": 0.002061}",0.000244,0.002648,0.285219,0.709827,0.002061
6728,4276,3063,5.0,131,negative or neutral,3,2.8557590983691625,"{""strongly negative"": 0.000535, ""negative"": 0.213031, ""negative or neutral"": 0.717069, ""positive"": 0.068874, ""strongly positive"": 0.000493}",0.000535,0.213031,0.717069,0.068874,0.000493
6729,856,2501,4.0,247,positive,4,3.80502313686884,"{""strongly negative"": 0.000299, ""negative"": 0.005837, ""negative or neutral"": 0.185429, ""positive"": 0.805411, ""strongly positive"": 0.003024}",0.000299,0.005837,0.185429,0.805411,0.003024
6730,837,2733,4.0,67,positive,4,3.65253131109057,"{""strongly negative"": 0.000355, ""negative"": 0.018007, ""negative or neutral"": 0.311646, ""positive"": 0.668737, ""strongly positive"": 0.001256}",0.000355,0.018007,0.311646,0.668737,0.001256
6731,4688,3170,2.0,93,negative,2,2.251836842508056,"{""strongly negative"": 0.011055, ""negative"": 0.770696, ""negative or neutral"": 0.175377, ""positive"": 0.041099, ""strongly positive"": 0.001772}",0.011055,0.770696,0.175377,0.041099,0.001772
6732,4324,3103,5.0,556,negative or neutral,3,3.257161487650592,"{""strongly negative"": 0.000546, ""negative"": 0.04261, ""negative or neutral"": 0.656848, ""positive"": 0.299128, ""strongly positive"": 0.000868}",0.000546,0.04261,0.656848,0.299128,0.000868
6733,1260,323,4.0,298,positive,4,3.900784714947804,"{""strongly negative"": 0.000202, ""negative"": 0.001863, ""negative or neutral"": 0.097912, ""positive"": 0.896996, ""strongly positive"": 0.003027}",0.000202,0.001863,0.097912,0.896996,0.003027
6734,548,2193,5.0,123,positive,4,3.965071780985454,"{""strongly negative"": 0.000316, ""negative"": 0.001774, ""negative or neutral"": 0.052216, ""positive"": 0.923912, ""strongly positive"": 0.021782}",0.000316,0.001774,0.052216,0.923912,0.021782
6735,5279,3378,3.0,36,negative,2,2.129366540990304,"{""strongly negative"": 0.010014, ""negative"": 0.858925, ""negative or neutral"": 0.123198, ""positive"": 0.007407, ""strongly positive"": 0.000456}",0.010014,0.858925,0.123198,0.007407,0.000456
6736,3146,1631,4.0,286,positive,4,3.942386794675258,"{""strongly negative"": 0.000174, ""negative"": 0.001277, ""negative or neutral"": 0.0598, ""positive"": 0.933486, ""strongly positive"": 0.005263}",0.000174,0.001277,0.0598,0.933486,0.005263
6737,4858,1232,5.0,141,positive,4,4.080651493190089,"{""strongly negative"": 0.000363, ""negative"": 0.000943, ""negative or neutral"": 0.015571, ""positive"": 0.883925, ""strongly positive"": 0.099198}",0.000363,0.000943,0.015571,0.883925,0.099198
6738,3023,2145,5.0,93,positive,4,3.971461155859288,"{""strongly negative"": 0.000818, ""negative"": 0.005795, ""negative or neutral"": 0.061486, ""positive"": 0.884911, ""strongly positive"": 0.04699}",0.000818,0.005795,0.061486,0.884911,0.04699
6739,4808,607,4.0,123,negative or neutral,3,2.739171373192221,"{""strongly negative"": 0.003083, ""negative"": 0.366685, ""negative or neutral"": 0.519549, ""positive"": 0.109344, ""strongly positive"": 0.001339}",0.003083,0.366685,0.519549,0.109344,0.001339
6740,3903,2692,5.0,31,positive,4,4.357160881976597,"{""strongly negative"": 0.000724, ""negative"": 0.001526, ""negative or neutral"": 0.007566, ""positive"": 0.620233, ""strongly positive"": 0.369951}",0.000724,0.001526,0.007566,0.620233,0.369951
6741,2201,859,4.0,212,positive,4,4.003676289517898,"{""strongly negative"": 0.000538, ""negative"": 0.003098, ""negative or neutral"": 0.034264, ""positive"": 0.916352, ""strongly positive"": 0.045748}",0.000538,0.003098,0.034264,0.916352,0.045748
6742,1648,1046,2.0,80,negative,2,2.225136927474523,"{""strongly negative"": 0.006599, ""negative"": 0.775168, ""negative or neutral"": 0.205137, ""positive"": 0.01269, ""strongly positive"": 0.000406}",0.006599,0.775168,0.205137,0.01269,0.000406
6743,4050,1407,5.0,218,positive,4,3.935768887284212,"{""strongly negative"": 0.000311, ""negative"": 0.003192, ""negative or neutral"": 0.06743, ""positive"": 0.918553, ""strongly positive"": 0.010514}",0.000311,0.003192,0.06743,0.918553,0.010514
6744,3783,2664,4.0,116,positive,4,3.972655923804268,"{""strongly negative"": 0.000206, ""negative"": 0.001128, ""negative or neutral"": 0.035177, ""positive"": 0.952785, ""strongly positive"": 0.010705}",0.000206,0.001128,0.035177,0.952785,0.010705
6745,4308,278,4.0,42,positive,4,3.968898625957081,"{""strongly negative"": 0.000268, ""negative"": 0.001153, ""negative or neutral"": 0.04637, ""positive"": 0.933831, ""strongly positive"": 0.018378}",0.000268,0.001153,0.04637,0.933831,0.018378
6746,2178,3323,4.0,49,positive,4,3.441660063690506,"{""strongly negative"": 0.001092, ""negative"": 0.064725, ""negative or neutral"": 0.428887, ""positive"": 0.502022, ""strongly positive"": 0.003274}",0.001092,0.064725,0.428887,0.502022,0.003274
6747,662,1043,5.0,159,positive,4,3.9428887096291874,"{""strongly negative"": 0.000299, ""negative"": 0.002631, ""negative or neutral"": 0.062908, ""positive"": 0.922206, ""strongly positive"": 0.011956}",0.000299,0.002631,0.062908,0.922206,0.011956
6748,875,364,1.0,41,negative,2,2.26806806307286,"{""strongly negative"": 0.075343, ""negative"": 0.676698, ""negative or neutral"": 0.159862, ""positive"": 0.080743, ""strongly positive"": 0.007354}",0.075343,0.676698,0.159862,0.080743,0.007354
6749,3786,2150,5.0,53,positive,4,4.121649378968868,"{""strongly negative"": 0.00064, ""negative"": 0.001166, ""negative or neutral"": 0.00689, ""positive"": 0.858511, ""strongly positive"": 0.132792}",0.00064,0.001166,0.00689,0.858511,0.132792
6750,2170,543,3.0,317,negative or neutral,3,3.3616537860943936,"{""strongly negative"": 0.000615, ""negative"": 0.034635, ""negative or neutral"": 0.56855, ""positive"": 0.39488, ""strongly positive"": 0.001319}",0.000615,0.034635,0.56855,0.39488,0.001319
6751,1478,2161,5.0,345,positive,4,3.8371623795392233,"{""strongly negative"": 0.000215, ""negative"": 0.001957, ""negative or neutral"": 0.161468, ""positive"": 0.833168, ""strongly positive"": 0.003191}",0.000215,0.001957,0.161468,0.833168,0.003191
6752,5070,2810,4.0,34,negative or neutral,3,2.969573210051749,"{""strongly negative"": 0.000333, ""negative"": 0.095872, ""negative or neutral"": 0.838162, ""positive"": 0.065156, ""strongly positive"": 0.000477}",0.000333,0.095872,0.838162,0.065156,0.000477
6753,421,2212,5.0,95,positive,4,3.948709229385713,"{""strongly negative"": 0.000339, ""negative"": 0.001607, ""negative or neutral"": 0.056844, ""positive"": 0.931424, ""strongly positive"": 0.009785}",0.000339,0.001607,0.056844,0.931424,0.009785
6754,90,2049,5.0,92,positive,4,4.047858071979135,"{""strongly negative"": 0.001071, ""negative"": 0.00697, ""negative or neutral"": 0.039984, ""positive"": 0.846978, ""strongly positive"": 0.104997}",0.001071,0.00697,0.039984,0.846978,0.104997
6755,2886,1888,4.0,134,positive,4,3.844678509689402,"{""strongly negative"": 0.000208, ""negative"": 0.004307, ""negative or neutral"": 0.156193, ""positive"": 0.829182, ""strongly positive"": 0.010109}",0.000208,0.004307,0.156193,0.829182,0.010109
6756,2129,847,4.0,274,positive,4,3.8878054296365008,"{""strongly negative"": 0.000201, ""negative"": 0.002543, ""negative or neutral"": 0.11029, ""positive"": 0.883182, ""strongly positive"": 0.003784}",0.000201,0.002543,0.11029,0.883182,0.003784
6757,2920,1575,5.0,210,positive,4,3.765749511308968,"{""strongly negative"": 0.000316, ""negative"": 0.006024, ""negative or neutral"": 0.223987, ""positive"": 0.766939, ""strongly positive"": 0.002734}",0.000316,0.006024,0.223987,0.766939,0.002734
