user_id,item_id,ratings,reviews
4700,60,5.0,"The story continues to get better, and while there always seems to be a &#34;trouble do the week&#34;, interesting story arcs and a mythos has been developing. Looking forward to the next season."
3598,1095,5.0,This little cartoon is my son's favorite show right now!  It has a plus of being educational as well as entertaining. There's a lot about math and counting.
2396,824,5.0,"If you've ever had a moment as a teenager where you were sure your life was O-V-E-R (cue adolescent dramatics), hated your bestie because she had a bf and you didn't (yet) or felt like your parents were too ancient to understand anything about you and your life - this movie will make you laugh and cringe! A totally hilarious yet sensitive story about that time in your life where every day can be amazing or horrible!! :)"
4864,765,5.0,"Hold on your seats your in a much wilder ride with the new fresh blood that has moved in Staten Island even big Ang thinks these girls are nuts out of their minds. Dritia, Big Angie, and Renee who is launching a new fashion line this season more drama, craziness, and laughs. Our belove mob wives, daughters of gangsters from the 60s,70s."
1352,1281,4.0,"I watched this episode and slowly became aware of the hidden message. It became aware to me at the final scene, something that I had ancitipated was going on but I finally got confirmation. Something that I had been doing for awhile now.. I appreciate the sun glowing through the windows or the cool breeze blowing as I step outside. You know phrase ""Stop and smell the roses""? Well i started doing that recently because wheather it be mental or physical, how long will I be here?I know this may sound a little corny, but I think that I should have started appreciating the ""finer things of life"" a long time ago. So, aside from all of the above mentioned comments, i like this show."
519,1398,5.0,This show has the perfect amount of fun and drama. The characters all have good chemistry. I think it has an appeal for several types of viewers. Great characters. Excellent female leads.
3304,812,5.0,"WHO DOESN'T LOVE IT.. SEEN SHELDEN KISS AMY,, WELL ACTED . PULSE LONG ENOUGH TO LET EVERY BODY STARED.. LOL IT WAS GREAT!"
4207,198,5.0,I enjoyed watching the first season of Bitten and was disappointed that it might not be a second season. I really liked the story line. And every time an episode ended I couldn't waite for the next one
283,169,5.0,"This show is all you would  want in a television show to be! It has a plot, it is entertaining, sex, exciting from begining to end. I wold recommend this show to all who want an adventure right in your living room. You have to get this one in your collection!"
66,341,4.0,The nature series is very entertaining while enlightening and does pass on a lot of knowledge. This series should be in curriculums in elementary school.
4295,508,5.0,"Besides the hunky cowboys, the scenery is breath-taking, the story lines are believable and the writers show impressive insight into the American Indian culture of that area.  The subplots and back stories are compelling; I especially enjoy the friendship between the main character &#34;Walt&#34; and his Indian friend &#34;Henry&#34;.  They are both handsome, intelligent, self-contained strong men of integrity but not without secrets and demons. The female characters are played by beautiful women who have equally strong and complex roles. I'm only a few episodes into this second season so I'm just learning about the character &#34;Vic's&#34; past as it seems to have caught up with her in Durant; can't wait to learn more.  BRAVO to the actors, writers, directors and producers of this series!"
4807,1293,5.0,"the movie was great. love the historical, the costumes. the acting was great. the story had great historical information. very much enjoyed the heroes."
4874,926,5.0,I don't know what more I could say about this Season 2 DVD but too funny.  The ladies are in rare form and are actresses that seem to have brought everything to this show you could ask for.  There is a constant stream of top notch guest stars from TVs glory days that also make this a must own DVD.  I can't wait to get Season 3 when it comes out and if they keep going I will be overjoyed.
2517,1465,5.0,There is always an element of excitement and suspense when you watch this show.  They consistently get great chefs who work miracles with odd ingredients.  The judges give concise critiques without being rude.  They are just factual and they compliment good work.
1490,689,5.0,"""Grabbers"" is a ridiculously fun monster movie. It's in the vein of ""Critters"" or ""Tremors,"" but with a more modern spin on it like ""Slither,"" ""Attack the Block,"" or even Bong Joon-ho's ""The Host."" There's just as much of an emphasis on comedy that there is on horror though like ""Shaun of the Dead."" It's refreshing to see a horror film of this caliber utilizing well executed CGI for its creature effects. It only adds to the film's long list of excellent features.The film starts off simple with a meteor landing in the sea with its contents wreaking havoc on a fishing boat. You're introduced to O'Shea, his drinking problem, and his shocking ability to function with a hangover. You're also introduced to Lisa Nolan (Ruth Bradley), a strictly by-the-books police officer sent to help out the island. Lisa's evolution over the course of the film is extraordinary considering how uptight she is at first. She naturally loosens up once she begins drinking and is quite a hilarious drunk. The relationship that develops between O'Shea and Lisa is also something that slowly bubbles to the surface in a natural kind of way. Richard Coyle and Ruth Bradley share a scene in a car in the second half of the film that is genuinely touching.Other elements in the film are just as impressive. Christian Henson's score for the film is noticeably superb. At the beginning of the film, there's this scene where Paddy Barrett (Lalor Roddy) walks onto the beach and the camera is directly behind them. It's early in the morning and it's a beautiful scene, but then the camera finally pans up and you're able to see what's lying on the beach. The score does this amazing job of faking you out. It has this incredible tone shift from completely happy and carefree to atmospheric horror that is astounding. ""Grabbers"" is absolutely gorgeous to look at, as well. Mostly shot in Northern Ireland, admiring these serene landscapes ""Grabbers"" puts on display and the way it's able to show reflecting light on the cusp of the horizon is just magnificent. The scenery is truly a sight to behold in ""Grabbers.""Seeing how the creatures toy with their food is a nice little story point. A soon-to-be victim hears a pounding at the door. When he answers, he sees what he thinks is a drunken acquaintance but the visitor is moving in questionable fashion. In reality, the creature has used this poor man's corpse as a puppet as a way to lure this other man out of his house. While the Grabbers rely on animal instinct to survive, they do show intelligence. ""Grabbers"" teases their reveal as well. When the film first begins, you question whether or not you'll actually get to see what they look like.""Grabbers"" is way more entertaining than it should be. Its premise is simple, but its cast is brilliant, its story is structurally solid, its characters are genuine, and it features are monster that is both unique and eyecatching. ""Grabbers"" combines horror and comedy into one extremely satisfying octopus-like baby that results in some of the most fun you'll have with any film this year."
296,191,3.0,Have loved the characters and most of the writing but the depths gone to of violence and evil are unwatchable.
4345,1634,5.0,"I love detective/police based shows.  I found this to be one that caused me to stay up nights watching until I got to the end.  I am now absorbed in Season 2.  Sadly, apparently this show ended after only two seasons.  I recommend it to everyone who enjoys this type of show."
1094,738,5.0,Very clever writing and concept. Going back to this period is rarely scene in this context.The premise of the story offers a fresh approach to the idea of The Cold War and spies. For anyone who enjoys a tightly crafted story with good acting. a bit of violence and a big dab of suspense you will not be disappointed.
3808,290,1.0,"As a Jew I was shocked by the bigotry of this piece of trash.  It's been a long time since I've seen such crude stereotyping of us.  This is not a well-written finely observed comedy.  The anti-semitism isn't strident, but couched in a series of lame jokes.  At one point of emotional breakthrough, the muslim main character purposefully punches out a rabbi while he is praying.  It's hard to imagine that Muslims would be happy with this either, as the main character is certainly made out to be woefully uneducated about other faiths.  What a piece of dreck.  (Look it up in an Yiddish dictionary!)"
2131,942,4.0,"Forcefully directed by Rob Epstein and Jeffrey Friedman based on the book, ""Ordeal"", written by Linda herself, is the story of a woman who spent years paying  publicly and personally for her short-lived (basically, 17 days by her admission) time in the world of pornography.  Linda Boreman (Amanda Seyfried) started out a naive teenager.  The freckle-faced 'girl next door' who met up with the wrong man, Chuck Traynor (Peter Sarsgaard), a sweet talking, attention giving parasite with dollar signs in his eyes at first sight of her.  He quickly schmoozes Linda from her strict upbringing with her mother (Sharon Stone) and father (Robert Patrick) to an all-out freedom that she doesn't know about or what to expect from life in the 1970's.The two quickly marry in what appears to be the first part of the movie which looks to play out in two halves.  During this telling part we learn the very succinct tale of Linda taking the porn industry by storm with the movie ""Deep Throat"". Chuck is questionably in charge of everything; Behind changing her name to 'Lovelace', The Producer, Anthony (Chris Noth), Director, Gerry (Frank Azaria) and co-stars, Debi Mazar and Adam Brody.  An overly eager crew of pornographers shows a very misleading lifestyle of which I found lacking any real dubiousness (everything being just a matter of fact).  I wouldn't have thought this type of business was so aloof and quite business at hand.  Everybody seemed happy enough, sometimes even jovial, and mainly all get along except for Chuck, who is growing more disgruntled and angrily controlling.  Even Hugh Hefner (James Franco) is a good friend to Linda, especially in a private screening of the movie as they introduce it to an adoring crowd and then to the masses.After a six year jump in time it appears as a retelling of the first half.  The former situations begin to realistically reveal themselves. It is now in all this turbulence that Linda's bruises start to show both emotionally and physically.  From the very start of their marriage, Chuck has been severely abusing drugs, but even more harsh, horribly abusing Linda.  The more she tries to protest, the more things spiral downward.  There isn't anyone there to aid her within a business on the take, a huge money making venue that she has become the object of. There is even a heartbreaking moment when her own mother turns her beaten daughter away with the cruel words concerning Chuck, ""Obey Him"". He used her to pay off his debts from their beginning resulting in the movie, which brought her great fame, although not wealth.  Chuck's jealousy, anger, and inability to control himself results in an indescribable entrapment of Linda. This provides a portrait of depravity showing the lengths he did go to using his wife.Several clips are inserted within the film; a news report from Walter Cronkite, a couple Johnny Carson Show jokes, a quip from Bob Hope, and The Phil Donahue Show where Linda has some time to speak from her side of things.  This was a huge 'event' in the '70's when this movie hit the screen, evidently the first of its kind.  The soundtrack (Stephen Trask) adds the popular music of the day and underscores everything interestingly.  Adding the photography (Eric Edwards) brings you right back to that decade with its clothing, styling, decor, and lighting.  Seyfried and Sarsgaard both are amazing portraying these two very genuine roles, one the completely helpless victim and the other an intolerable monster.  Also, a very limited but heart-tugging father role is sentimentally given by Patrick.  I certainly understood this movie being much less about pornography and so much more about domestic violence in a 'look the other way' world."
2087,1310,1.0,"While not strictly a SK fan, I have read some good stories of his. As usual, TV/movie adaptations tend to stray from the original story line. I have not read the SK book Under the Dome, but most reviews I have read indicate that in this case, the only similarity to the book is the names of the characters. Having said that, all I can add is that this seems to be a poorly written script combined with even poorer acting.  Forget about the ""effects"". If the writing and acting were good, they could carry the show on their own, but in this case, not even fantastic effects could save the show. Like I said, Not For Me.  For those of you prepared to suffer it out just because it's ""free"" under Prime, great, enjoy."
5097,1480,3.0,"Still love the game, but not loving this season.  There are usually a couple of people that you really like & root for.Not really this season.  Will continue to watch but we're not loving it!"
1448,585,5.0,I love this show! The writing is excellent and acting lives up to the engrossing plot-lines. I hope there will be a season 4 ...
3846,1618,4.0,"Parks and recreation season 1  while this is a very short season it does introduce the characters nicely. I do like Amy Poehler and that made me watch the whole season. This 'go-do-it' anyway character portrayed by Amy Poehler is likable. Also, somewhere in the end of Season 1 you start to love the other characters as well if you are into light comedy 'no nonsense' easy to watch show. I have since finished watching Season 2 as well which by far has been very good also."
4426,1525,5.0,There are some pretty dark elements to this film that make perfect riffing material. B-rate horror at its finest makes for some good jokes.
1730,770,5.0,Greatest US Marshall series I have ever seen! If you like TV that is fairly &#34;edgy&#34;- you will like this series. Especially if you are employed in the criminal justice field.
3490,417,4.0,"There are a few rough edges to still polish off on this show but basically it is continuing to build on its premise of a family suddenly with super powers after being in a plane crash in the Amazon.  One of the strongest characters is not even in the family.  This is the father's best friend, George, a prosecuting attorney.  George is absolutely hilarious in his being totally enthralled with being the best friend of a Batman like hero.  He has been absolutely hilarious in every single episode.  Michael Chiklis can certainly hold his own too as can the mother, played by the actress who played Rita in Dexter.  Probably the two kids are the weakest links so far.  The boy is now coming along better but the girl is still too much of a whiney teenage brat.  If the show were to drop anyone, she would be the one to go.  There is a villain premise being developed with that person being the kingpin of the mother's lab.  This reminds me a bit too much of the smoking man plot running through THE X FILES.  I didn't like it in that show and I don't like it in this show.  Thus, I would drop him too and just go to ordinary day to day villains rather than a master villain.  But other than these few quibbles, I am 5 shows in and enjoying it."
4162,1264,5.0,The story telling in this show is superb. The juxtaposition elegant yet almost child-like animation with the standard cinematography you find in well produced shows was refreshing. The children are at once clearly being normal kids yet possessed of a sense of adventure and wit far beyond their years. This was my favorite amazon demo I have seen this season.
476,1578,5.0,I love this more adult spinoff version from Vampire Diaries.  The writing is terrific!  And the casting is just right too!
268,726,3.0,"I enjoy show with animation so this would be right up my alley.However, it needs some work.The constant weed nonsense was annoying. It was a desperate plea for laughs by using the 'taboo' subject of weed. I guess that appeals to the 'Adult Swim' demographic - one I am not a part of."
3657,852,4.0,"This is a cool series. I wasn't  sure about it at first , but now I am hooked. The cast is terrific. Some kids might be frightened by some scenes. I like that the characters look dirty and worn out, instead of like they just got out of a salon, like some shows . I highly recommend."
2575,31,5.0,"The brilliant Agatha Christie's &#34;Poirot&#34; and David Suchet were made for each other! They started out as great and grew into fabulous, as did Christie's characters. Suchet makes the formerly somewhat stuffy Poirot, especially as depicted in old movies, not as endearing as he is in these Masterpiece Theatre creations which make you want to invite this little man into your home and watch his &#34;little gray cells&#34; go to work. The series just gets better and better. My third wish is that it could go on forever. it is so good."
4888,426,4.0,"Just keeps improving over time! This season introduces more new alien masters and possible an ally or more ... while still showing the aliens have Superior intellect and technology. So its the under-dogs (humans) struggle to survive and eventually, take the fight to the aliens themselves."
3479,262,5.0,"I could tell this would be an enjoyable movie from the very start. Being a &#34;wannabe&#34; author, myself, only added to the pleasure of watching the great cast. There's nothing worse than rejection, but these guys always seem ready for more!All the group professes to be anxious for one or more of them to experience a major writing success, but just wait until that finally happens - the others really can't take it (in a laugh-out loud sort of way).A nice fuzzy ending to the film, but sad that this was to be Dennis Farina's last project - he was exceptional here!"
30,1671,1.0,"I admit to watching it over the years, but it has hit an all time low.  Ramona's behavior is oddd and we are tired of it.  You should have kept some of the other women versus her when you made firings."
1850,843,3.0,"A little more mature than I would have expected from an ABC Family show. Lots of sexual innuendo, which was a little awkward to watch the in mixed company."
4326,1310,3.0,"The book is phenomenal.  This series, despite some great acting by Dean Norris (Breaking Bad), suffers from a mix of poor writing and poor acting.  Most lines just came off flat or inappropriate to the character or situation.  Watching Mike Vogel and Rachelle Lefevre is about as exciting as reading the label on the back of a shampoo bottle.  The show seemed to get a little better as the season wore on - perhaps some of the writers were replaced or some of the younger actors learned how to act?"
477,946,5.0,This show started out with a big bang.  I could not stop watching it on Roku (I did not get to see the first few shows when they came on TV).  I hope the network keeps it going.
1883,1075,5.0,"There is alot of info in this show that really makes you think about the America we live in. Some things you may know, but chances are we know very little before watching these episodes. If you don't want to invest in an entire season, pick an episode that sounds interesting & start from there. I don't think you will be disappointed."
2772,1473,1.0,"I've seen some really poor shows and this one is among the poorest ever. It is shallow, course, stereotypical and demeans women and athletes. I found nothing to like.. so can this and find something else .. oh, here's and idea. Make a prison comedy 30 minute tv sitcom  (NOT).."
4497,324,4.0,"The plot appears to be evolving, as are the characters. The writing is consistent and the action scenes are very well done.."
738,1272,5.0,"Great way to see parts of this country that you would not normally see. It is surprising the difference in houseing costs varying from city to city, state to state. Also interesting to see how individual couples think what is important to them when buying a home. My husband and I try to guess which house they will choose before the end of each show!!!Recommend to friends and family."
3808,1102,5.0,"Everything about this was first rate  --  production, writing, acting,  It's an enjoyable hour that will pique your interest for more.  I'm loving that Titus W is more thoughtful than melodramatic.  Definitely much more interesting than the typical detective show."
571,596,4.0,"This is a thirties style show taking place now inNYC. Think Hepburn and Tracy in a contemporary scene. The novels are good, too."
4938,508,4.0,Just had to have my favorite TV show at hand so I could watch it whenever I felt like it.
2757,1108,3.0,"Cowboy Sheriff, based I'm presuming on a series of books.Likeable cast, plots ramble all over the place.  See the town is close to an Indian Reservation and they manage to bring in some Native Indian rituals, superstitions, etc. at least in the first two series.(Basically murder mysteries, makes one wonder the size of the graveyards in these towns.  I always wondered how the graveyards in Cabot Cove (Murder She Wrote), must dwarf the size of the town...  Getting to be the same thing here.  Although they do burn the bodies in above ground Indian Crematoriums, so there's that.).Anyway, sometime in the past the Sheriff's wife was killed;  He indicated to the townsfolk that it was death from cancer, but instead it was some sort of stabbing.  So, a lot of the plot slowly (and I do mean slowly) rotates around that base mystery.Acting, not the worst, when it's got it's game on (about 3/4 of the time) the plots manage to make sense, and have a bit of surprise in them.  Character development is an on-going affair.It's like waiting for the race car to leave the starting line.  You suspicion it is a fine car, could win a race, but so far it's been in neutral with someone revving the engine every once in awhile.Slow paced (did I mention that?), and from that perspective sort of relaxing and enjoyable.  Other than the whole murder thing."
4325,1331,4.0,"Ok, I don't want to give anything away here, but I will just say that I am not a horror movie fan.  However, I think that this series has potential.  I liked being kept in suspense about what is happening.  I think that the main characters play well off of each other.  Plus, I started to care about some of these characters after only one episode.  Being able to relate to and care about the characters is a real &#34;hook&#34; for me.  Unlike some of the other reviewers,  I was not happy with the &#34;reveal&#34; at the end of the pilot.  I am curious enough to watch more episodes, but if the series travels down the horror genre road too far, it will lose me.  That being said, I think that this was a good pilot that deserves to be picked up."
2711,790,3.0,"This is a rather pointless ""horror"" film.A group of 20 somethings are out in the woods, some long distance from the road to clear an area for a large camp site for kids...one you can't reach by car. The cast introduce themselves as a way to quickly build character. As they clear the woods, accidents happen and this thing turns into a ""ten little Indians"" tale for no rhyme or reason.The acting was decent. The dialouge was well written. The plot flowed rather well in spite of some issues, but there was no substance to the story...or maybe I am missing something. Some films are made better by not explaining what happened (Yellow Brick Road), but it didn't work for me in this one. After watching a fairly decent film, I was let down by the ending, the last scene which caused me to laugh (by design). The closeups of the chainsaw showed it didn't have a chain but a serrated blade made to look like chain.The land was donated by a family whose little girl was murdered, which didn't really enter the film. Apparently the land they are on is cursed, but by what and why? Did the girl being killed curse the land or was that because of it? Or was one of the campers cursed or a victim of it? Or was it all fate? The film will need a sequel to explain this one.Parental Guide: F-bombs, near sex, nudity (Grindhouse girl Emmy Robbin)Safety Note: If you have something embedded in you, like a stick, the proper first aid is to stabilize the item and seek medical attention. DO NOT YANK IT OUT. That opens up the hole and causes bleeding. Also the proper way to insert foam ear plugs is to squeeze and roll the end of the plug going in the ear canal, pull the ear back, end then insert it. You don't just jam it in."
4895,373,5.0,Bryan Cranston delivers an ending worthy of an Oscar if this was a movie lol. The ending was just amazing well written great acted well executed a must see.
4599,371,3.0,"&#8230;and very little has changed. Unrepentant fans (not to mention &#8220;guilty pleasure&#8221; lurkers like myself) won't be disappointed. The team from the BFRO is still running around with thermo cameras in the middle of the night, shouting and screaming. The producer's ideas on how to get ratings up are just as absurd as usual: think Hawaiian luau + Bigfoot. And although the BFRO represents the &#8220;moderate&#8221; faction of Bigfooting, they believe the lot!One episode features a couple in Florida claiming that the local Bigfeet are bringing them gifts, when they aren't busy pelting their house with rocks. Another episode report observations in the Santa Cruz Mountains, an area teeming with people. What would a flock of reclusive apes be doing *there*, I wonder? And how do they get away so easily after each dramatic encounter with tourists? Naturally, &#8220;Finding Bigfoot&#8221; also visits Boggy Creek&#8230;The most recent episode (as of today) ends with the team actually getting a response to one of their calls, but a sudden thunder storm forces them to give up any further investigations. Damn. That was close! But then, anomalists of a more occultic breed have a ready explanation for such failures. The Trickster archetype, yes?If you are a die hard sceptic, you will probably frown on &#8220;Finding Bigfoot&#8221;, but compared to many other series on American TV, I'd say this one is perfectly tolerable, with the possible exception of Bobo's anomalous friends at that barbecue mentioned earlier. Three stars.BTW, these episodes are officially known as Season 4, not Season 5."
2160,572,5.0,It inst a classic but I enjoyed it. I thought it was unique and worth the fare price. I recommend it. Its a sleeper hit.
616,1410,5.0,"This is essentially the last Popeye story. Years after their titanic battle at Hag's rock, Popeye and Blutto find themselves in a post-apocalyptic world and have to team up to rescue Olive Oyle, who is pregnant!"
327,949,4.0,"I liked this show. The story was good, well balanced. The characters were believable, at least on the hero's side, and the balance between the future scenes and present day was really good.My quibbles were with some plot holes, not least of which was the handwavium in places. Our hero has no idea at all where her enemies are. She has to hunt them down, but for some reason her enemies seem to know where she is at all times. They can even find her on city streets. And as for the idea that a computer genius from sixty some years in the past being able to not just interact with future tech but repair it - no. Imagine bringing your laptop to a tv repairman in the 1950's and see how far he gets with it.But overall it was an enjoyable watch and I look forward to season two."
4272,1294,5.0,"This show is amazing. I know what you're thinking. Two pretty boy actors on a CW show? Can't be any good. But brace yourselves. They actually keep their shirts on! In fact, they're usually wearing layers. The show takes itself seriously, gives a lot of love to monster mythology and does a tremendous job of going through season story arcs. Season 2 is where they start to have a little more fun in the show and the dark humor shows up. They really begin to find their stride. If you've somehow missed this show, you need to correct that mistake right now."
3514,1017,5.0,"As writers worked to save ""Body of Proof"" from cancellation and race to improve ratings, by the end of season two, characters were killed off and characters went on to follow career or family plans.  So, with the murder of Detective Dunlop and departing characters in the season finale, a new chapter begins for ""Body of Proof"" for its final third season.Featuring new characters and deeper plot featuring more action and more edgier storylines featuring the character of Dr. Megan Hunt becoming much more closer to the cases than ever before.And now the three-disc DVD set of ""Body of Proof: The Complete Third Season"" will be released in June 2013 courtesy of abc studios.""Body of Proof: The Complete Third Season"" features 13 episodes on three DVD's. Here is a basic summary of each episode (Spoilerless summaries):EPISODE 30 - Abducted (Part 1) - Megan returns to work after the death of Peter and a serial killer is terrorizing the city.  Meanwhile, an old boyfriend of Megan returns to Philadelphia and works at the Philadelphia Homicide Department.EPISODE 31 - Abducted (Part 2) - Megan's daughter is being kidnapped and the race is on to find her.  But can she trust people who are close to her?EPISODE 32 - Lost Souls - Megan must work on a case in which a young girl appears to be possessed.  Is she?EPISODE 33 - Mob Mentality - Megan and Tommy must work together to investigate who killed a mob leader's son.EPISODE 34 - Eye for an Eye - Megan and Tommy investigate two murders that may have been killed by a vigilante.EPISODE 35 - Fallen Angel - Kate falls for a man named Sergei, but he may be involved in a Russian human trafficking ring.EPISODE 36 - Skin & Bones - Strange rabies are happening around the city and Tommy gets bit by a man.EPISODE 37 - Doubting Tommy - Megan sees Tommy talking to a young woman, who ends up dead the following day.  Did Tommy kill her?EPISODE 38 - Disappearing Act - A wealthy fund manager on trial is kidnapped and murdered.EPISODE 39 - Committed - Megan wants to know how her father died and wants her father's body exhumed which her mother refuses.EPISODE 40 - Dark City - A plane crashes in Philadelphia and everyone must go in disaster mode.EPISODE 41 - Breakout - A convicted inmate  escapes from a prison transport van and he comes to Megan for help to prove that he wasn't responsible for killing the woman he loved.EPISODE 42 - Daddy Issues - THE FINAL EPISODE - When Megan's father's body is exhumed, the coffin is empty.  Who killed Megan's father?VIDEO & AUDIO:""Body of Proof: The Complete Third Season"" is presented in Widescreen (1:78:1) - Enhanced for 169 televisions. This is one of the few drama series on television where a lot of the scenes are shot outdoors, to there is good natural lighting and the series does look good on DVD. I didn't see any major noise or compression artifacts. For the most part, the seventh season does look very good on DVD.As for audio, the series is presented in Dolby Digital 5.1 Surround Sound and the series is primarily dialogue and music driven. Dialogue is clear and understandable, while the music has always played a major part for the series and definitely enhances certain scenes. Did notice the surround used in scenes with cutting of flesh (during surgery) which was quite clear. There are a few mild action sequences but for the most part, this is a dialogue-driven drama series.The show is presented in English SDH, Spanish and French subtitles.SPECIAL FEATURES:""Body of Proof: The Complete Third Season"" includes the following special features:Getting the Shot - (4:17) The cast talk about Patrick Cady, DP Director of Photography and Patrick talks about his job and what he wants to accomplish with each episode.VFX The Ultimate Makeover - (3:11) The VFX crew discuss the post-effects used for ""Body of Proof"" and how they used visual effects to make the city look like Philadelphia and removing any trace of Los Angeles (ie. palm trees) from the series.  Also adding blood and guts for season three and more.All Kinds of Props - (5:32) Because there are more investigative scenes for season three, more props are used and this featurette goes into the props used for season three.Creating the World - (5:30) The crew that creates the world for ""Body of Proof"" and creating Philadelphia in Los Angeles and went into creating the episodes for season three.Body of Goofs  - (3:29) Featuring the burning down a house for an episode and what was involved in the creation of that scene.EXTRAS:""Body of Proof: The Complete Third Season"" comes with a slipcover case.JUDGMENT CALL:The final third season of ""Body of Proof"" was a season that would describe as action-packed, edgy and writers and cast putting it all on the line to see if this new direction will receive the green light for a fourth season.Unfortunately, Dana Delany has confirmed on Twitter that the show has been canceled, as fans who have supported the series have hoped that a new home on cable would be found.With that being said, my feeling of the third season is quite positive.  I felt the new direction was a good way to reboot the series featuring a more colder Megan Hunt, new characters and to focus on more action-driven, edgier storylines.  But the problem is whether or not people would accept it.Similar to ""Castle"" which features a novelist hanging around and helping out an investigator/law enforcement, ""Body of Proof"" went that same direction by featuring Megan Hunt now being involved in a variety of situations that most medical examiners never have to worry about.  From her daughter being kidnapped, from assisting an investigator and taking part in subduing a criminal, to having an escaped convicted felon breaking into her car with a gun to her head, a possibly possessed woman and an airplane going down near the city.  Meanwhile worrying about how her father really died and wanting to pursue it, as she doesn't believe her father died of suicide.In a nutshell, this describes the adventures of Megan Hunt for season three.You just don't really find medical examiners getting themselves into this much trouble and constantly around investigators during their investigations.But of course, this is television, where things don't have to equate necessarily to actual reality.  Action-packed and dark storylines tend to be the norm and what people want to see, along with very good acting and a solid storyline.The changes made for the third season was necessary.  I felt there had to be a change with characters and I really liked the chemistry between Megan Hunt and Det. Tommy Sullivan was there and Dana Delany and actor Mark Valley clicked on camera,I felt how they included Ethan Gross and Curtis Brumfield to the storyline was much better as they stayed behind-the-scenes and unlike Megan, got involved in action-scenes, it just didn't feel right to see these people trying to hide from criminals as their jobs are pretty much restricted to lab or on the field of duty.And as for Kate Murphy, the character pursuing a political career is actually conceivable and the conflict between her interested in the field and pursuing politics worked well for her character.  A much better storyline than last year's story of Kate dating Megan's ex-husband.Another positive aspect of season three along with the addition of Det. Tommy Sullivan is the addition of Det. Adam Lucas.  These two partners seemed right on television versus Detective Bud Morris and Detective Samantha Baker.  Past seasons, I felt the two characters were not integrated well into the series. Season one felt like comedy, season two they started to make these characters quite right for doing their job and for season three, integrating these characters for every homicide and have them take part in the action/drama was important. It took three seasons for the writers to get it right and I was pleased with how the detectives were utilized!And one final positive aspect to add to Megan Hunt's personality is by showing a vulnerable side to her.  And this is by featuring more of her mother Joan Hunt and her daughter Lacey.  The storyline about mother and daughter but also her past of losing her father and looking into his murder.Once again, something that is similar to ""Castle"" but with the ""Castle"" storyline being much bigger and corrupt, with this situation, at least it ties itself up by the final episode.As for the DVD release, picture quality for ""Body of Proof"" is very good, dialogue is clear and understandable and there are several special features included with the third season DVD set.I'm not sure if the creators or writers anticipated a possibility that ""Body of Proof"" would not be coming back for a fourth season, but since this is a final season, the good news is that the series does answer a lot of questions in regards to how Megan Hunt's father had died and the series ends with an outcome that fans of the series can be content with.I felt the cast and the writers did everything possible within their limits to making an exciting and enjoyable third season but the fact is that television is changing and there are more options of entertainment that people can tune into.  ""Body of Proof"" didn't do poorly in the ratings, it actually does better than other series that are still on television but for ABC, whatever reason they chose not to continue it, may it be due to the cost per episode or their ratings barometer is too high, this was the best season of ""Body of Proof"" and I enjoyed it.I'm grateful to Dana Delany, Jeri Ryan, Geoffrey Arend, Windell Middlebrooks, Mary Mouser and many others from the cast and crew for three enjoyable seasons. They battled hard to keep the series on air but in the end, they delivered when it came to giving one hell of an exciting season for the audience.So for those who have followed and purchased each of the first two seasons of ""Body of Proof"", this final third season is a worthy purchase to close out the series.""Body of Proof: The Complete Third Season"" is recommended!"
3202,95,4.0,"I love the originality of this show! Here it's the teachers getting into mischief and going after the students. Loved Tammy, the  receptionist in the principal's office. Very twisted and funny! Just the way I like my comedy!"
3101,1053,5.0,"I was on an extended work assignment away from home when I discovered this series.  I streamed the first four seasons in the evenings there, and fell in love with the characters, the story lines, and the singing/dancing.  Delightful."
2740,813,5.0,"Very good start, has the potential to be great. Any tv series takes time to find its groove and this series is no exception. I hope Fox sticks with this one. Great cast, great production."
674,370,5.0,"Frontline continues its high level of quality in all aspects of investigative journalism with another collection of programs investigating the issues not just of today, but also of tomorrow"
2847,939,4.0,This is a fair program but it was not my very favorite.
1158,1473,5.0,"I really enjoyed this show.  I hope it makes it into full production.  Story line is good, if you like football, but even if you are not a big fan, you'll like this.  I look forward to seeing the series."
2094,739,5.0,"The wives on Mob Wives are real, smart, and interesting. Although, as Drita said once, most of us live very different lives from them, their issues and personalities as women still really resonate. They are strong and gutsy. I really look forward to this show every week and hope there is a season 4."
