row_id,user_id,item_id,rating,review_length,sentiment_label,sentiment_1_5,sentiment_expected_1_5,sentiment_scores,sentiment_p1,sentiment_p2,sentiment_p3,sentiment_p4,sentiment_p5
9678,394,327,5.0,258,positive,4,3.956095138244564,"{""strongly negative"": 0.000159, ""negative"": 0.00108, ""negative or neutral"": 0.047083, ""positive"": 0.945863, ""strongly positive"": 0.005815}",0.000159,0.00108,0.047083,0.945863,0.005815
9679,2709,1591,5.0,20,strongly positive,5,4.630228602327406,"{""strongly negative"": 0.002141, ""negative"": 0.002065, ""negative or neutral"": 0.004398, ""positive"": 0.346218, ""strongly positive"": 0.645179}",0.002141,0.002065,0.004398,0.346218,0.645179
9680,1504,1302,5.0,20,positive,4,4.326827693148516,"{""strongly negative"": 0.001595, ""negative"": 0.004506, ""negative or neutral"": 0.015958, ""positive"": 0.621358, ""strongly positive"": 0.356583}",0.001595,0.004506,0.015958,0.621358,0.356583
9681,2493,1593,5.0,38,positive,4,3.959225735452492,"{""strongly negative"": 0.000489, ""negative"": 0.004269, ""negative or neutral"": 0.051726, ""positive"": 0.92256, ""strongly positive"": 0.020956}",0.000489,0.004269,0.051726,0.92256,0.020956
9682,2033,988,5.0,49,positive,4,4.037420185457449,"{""strongly negative"": 0.000407, ""negative"": 0.000646, ""negative or neutral"": 0.012893, ""positive"": 0.933225, ""strongly positive"": 0.052828}",0.000407,0.000646,0.012893,0.933225,0.052828
9683,2532,93,5.0,24,positive,4,3.918317263291101,"{""strongly negative"": 0.00021, ""negative"": 0.002312, ""negative or neutral"": 0.082262, ""positive"": 0.909383, ""strongly positive"": 0.005833}",0.00021,0.002312,0.082262,0.909383,0.005833
9684,129,659,5.0,25,positive,4,3.993310538236983,"{""strongly negative"": 0.000385, ""negative"": 0.001046, ""negative or neutral"": 0.027038, ""positive"": 0.947935, ""strongly positive"": 0.023596}",0.000385,0.001046,0.027038,0.947935,0.023596
9685,1901,1318,1.0,59,negative,2,2.0219859138596803,"{""strongly negative"": 0.015878, ""negative"": 0.949192, ""negative or neutral"": 0.032728, ""positive"": 0.001468, ""strongly positive"": 0.000734}",0.015878,0.949192,0.032728,0.001468,0.000734
9686,2995,566,2.0,27,negative,2,2.509896367701004,"{""strongly negative"": 0.001, ""negative"": 0.498493, ""negative or neutral"": 0.490472, ""positive"": 0.00968, ""strongly positive"": 0.000355}",0.001,0.498493,0.490472,0.00968,0.000355
9687,1827,496,2.0,32,negative,2,2.0805572764365934,"{""strongly negative"": 0.00395, ""negative"": 0.914183, ""negative or neutral"": 0.079574, ""positive"": 0.001945, ""strongly positive"": 0.000347}",0.00395,0.914183,0.079574,0.001945,0.000347
9688,2660,852,5.0,21,positive,4,4.180460579984356,"{""strongly negative"": 0.000862, ""negative"": 0.001431, ""negative or neutral"": 0.009576, ""positive"": 0.792645, ""strongly positive"": 0.195486}",0.000862,0.001431,0.009576,0.792645,0.195486
9689,627,289,5.0,58,positive,4,3.985597283608513,"{""strongly negative"": 0.000469, ""negative"": 0.001645, ""negative or neutral"": 0.029213, ""positive"": 0.949167, ""strongly positive"": 0.019507}",0.000469,0.001645,0.029213,0.949167,0.019507
9690,3639,518,4.0,179,negative or neutral,3,2.9837671012501232,"{""strongly negative"": 0.0005, ""negative"": 0.131327, ""negative or neutral"": 0.752582, ""positive"": 0.115086, ""strongly positive"": 0.000505}",0.0005,0.131327,0.752582,0.115086,0.000505
9691,2678,1532,5.0,21,negative,2,2.561762047407683,"{""strongly negative"": 0.002553, ""negative"": 0.481186, ""negative or neutral"": 0.468968, ""positive"": 0.046534, ""strongly positive"": 0.00076}",0.002553,0.481186,0.468968,0.046534,0.00076
9692,1463,738,5.0,26,positive,4,3.952161800581962,"{""strongly negative"": 0.00118, ""negative"": 0.007421, ""negative or neutral"": 0.088647, ""positive"": 0.843559, ""strongly positive"": 0.059192}",0.00118,0.007421,0.088647,0.843559,0.059192
9693,1775,1135,5.0,21,positive,4,4.214445013436489,"{""strongly negative"": 0.001122, ""negative"": 0.002592, ""negative or neutral"": 0.014256, ""positive"": 0.744778, ""strongly positive"": 0.237252}",0.001122,0.002592,0.014256,0.744778,0.237252
9694,885,477,1.0,83,negative,2,1.5953154787421229,"{""strongly negative"": 0.427263, ""negative"": 0.557982, ""negative or neutral"": 0.009791, ""positive"": 0.002106, ""strongly positive"": 0.002858}",0.427263,0.557982,0.009791,0.002106,0.002858
9695,1497,512,4.0,479,negative or neutral,3,2.9957072078832425,"{""strongly negative"": 0.000386, ""negative"": 0.057954, ""negative or neutral"": 0.887464, ""positive"": 0.053959, ""strongly positive"": 0.000237}",0.000386,0.057954,0.887464,0.053959,0.000237
9696,1741,192,4.0,28,negative or neutral,3,2.699017341597937,"{""strongly negative"": 0.001045, ""negative"": 0.339943, ""negative or neutral"": 0.61847, ""positive"": 0.040036, ""strongly positive"": 0.000507}",0.001045,0.339943,0.61847,0.040036,0.000507
9697,2539,1172,4.0,32,positive,4,3.649180086271372,"{""strongly negative"": 0.000355, ""negative"": 0.010231, ""negative or neutral"": 0.331038, ""positive"": 0.656629, ""strongly positive"": 0.001746}",0.000355,0.010231,0.331038,0.656629,0.001746
9698,3716,1250,2.0,23,negative,2,2.1448932558996603,"{""strongly negative"": 0.003496, ""negative"": 0.857014, ""negative or neutral"": 0.130951, ""positive"": 0.008179, ""strongly positive"": 0.00036}",0.003496,0.857014,0.130951,0.008179,0.00036
9699,1395,923,4.0,24,strongly positive,5,4.720433524227701,"{""strongly negative"": 0.001344, ""negative"": 0.001531, ""negative or neutral"": 0.003794, ""positive"": 0.262012, ""strongly positive"": 0.73132}",0.001344,0.001531,0.003794,0.262012,0.73132
9700,3824,449,5.0,32,positive,4,4.335821154469159,"{""strongly negative"": 0.000896, ""negative"": 0.001292, ""negative or neutral"": 0.006129, ""positive"": 0.64446, ""strongly positive"": 0.347222}",0.000896,0.001292,0.006129,0.64446,0.347222
9701,1357,584,3.0,21,negative or neutral,3,2.707401556544937,"{""strongly negative"": 0.002296, ""negative"": 0.37675, ""negative or neutral"": 0.533282, ""positive"": 0.086601, ""strongly positive"": 0.001071}",0.002296,0.37675,0.533282,0.086601,0.001071
9702,3736,95,5.0,20,strongly positive,5,4.671949055511504,"{""strongly negative"": 0.003173, ""negative"": 0.004114, ""negative or neutral"": 0.008273, ""positive"": 0.286468, ""strongly positive"": 0.697971}",0.003173,0.004114,0.008273,0.286468,0.697971
9703,1901,986,4.0,37,negative or neutral,3,3.382188416377176,"{""strongly negative"": 0.000203, ""negative"": 0.005781, ""negative or neutral"": 0.606453, ""positive"": 0.386749, ""strongly positive"": 0.000813}",0.000203,0.005781,0.606453,0.386749,0.000813
9704,1728,1196,2.0,76,negative,2,2.0523756431939546,"{""strongly negative"": 0.003413, ""negative"": 0.94282, ""negative or neutral"": 0.052023, ""positive"": 0.001465, ""strongly positive"": 0.000279}",0.003413,0.94282,0.052023,0.001465,0.000279
9705,3827,1616,4.0,23,positive,4,3.945746564277215,"{""strongly negative"": 0.000224, ""negative"": 0.001023, ""negative or neutral"": 0.059243, ""positive"": 0.931801, ""strongly positive"": 0.007709}",0.000224,0.001023,0.059243,0.931801,0.007709
9706,4111,813,5.0,21,positive,4,4.049868794973008,"{""strongly negative"": 0.0006, ""negative"": 0.000865, ""negative or neutral"": 0.010279, ""positive"": 0.92458, ""strongly positive"": 0.063677}",0.0006,0.000865,0.010279,0.92458,0.063677
9707,2197,373,5.0,55,positive,4,4.089655283023603,"{""strongly negative"": 0.001387, ""negative"": 0.005994, ""negative or neutral"": 0.029587, ""positive"": 0.827641, ""strongly positive"": 0.135391}",0.001387,0.005994,0.029587,0.827641,0.135391
9708,4502,738,4.0,96,negative or neutral,3,2.9090734439669177,"{""strongly negative"": 0.001993, ""negative"": 0.262288, ""negative or neutral"": 0.561864, ""positive"": 0.172362, ""strongly positive"": 0.001492}",0.001993,0.262288,0.561864,0.172362,0.001492
9709,1804,1242,5.0,31,positive,4,4.142966899846215,"{""strongly negative"": 0.000653, ""negative"": 0.000918, ""negative or neutral"": 0.008043, ""positive"": 0.835585, ""strongly positive"": 0.154802}",0.000653,0.000918,0.008043,0.835585,0.154802
9710,843,1212,5.0,2,positive,4,3.5381975741765928,"{""strongly negative"": 0.000195, ""negative"": 0.002706, ""negative or neutral"": 0.456753, ""positive"": 0.539401, ""strongly positive"": 0.000946}",0.000195,0.002706,0.456753,0.539401,0.000946
9711,3363,1337,3.0,29,negative or neutral,3,3.0439270408824086,"{""strongly negative"": 0.001097, ""negative"": 0.203976, ""negative or neutral"": 0.546354, ""positive"": 0.247049, ""strongly positive"": 0.001524}",0.001097,0.203976,0.546354,0.247049,0.001524
9712,589,907,4.0,32,negative or neutral,3,3.44231799984118,"{""strongly negative"": 0.000398, ""negative"": 0.022875, ""negative or neutral"": 0.512413, ""positive"": 0.462638, ""strongly positive"": 0.001676}",0.000398,0.022875,0.512413,0.462638,0.001676
9713,2378,1373,2.0,492,negative or neutral,3,3.003987701726146,"{""strongly negative"": 0.000527, ""negative"": 0.094179, ""negative or neutral"": 0.806626, ""positive"": 0.098117, ""strongly positive"": 0.000552}",0.000527,0.094179,0.806626,0.098117,0.000552
9714,4919,1022,5.0,46,positive,4,4.101550925639458,"{""strongly negative"": 0.001886, ""negative"": 0.007607, ""negative or neutral"": 0.037581, ""positive"": 0.79292, ""strongly positive"": 0.160006}",0.001886,0.007607,0.037581,0.79292,0.160006
9715,2342,1375,4.0,48,negative or neutral,3,2.640156342997216,"{""strongly negative"": 0.003507, ""negative"": 0.403977, ""negative or neutral"": 0.542948, ""positive"": 0.047989, ""strongly positive"": 0.001579}",0.003507,0.403977,0.542948,0.047989,0.001579
9716,4544,976,2.0,96,negative or neutral,3,2.828094465774484,"{""strongly negative"": 0.000819, ""negative"": 0.236658, ""negative or neutral"": 0.696678, ""positive"": 0.065299, ""strongly positive"": 0.000546}",0.000819,0.236658,0.696678,0.065299,0.000546
9717,4561,1660,5.0,23,positive,4,4.131630289513851,"{""strongly negative"": 0.000479, ""negative"": 0.000812, ""negative or neutral"": 0.007835, ""positive"": 0.848348, ""strongly positive"": 0.142526}",0.000479,0.000812,0.007835,0.848348,0.142526
9718,1726,644,5.0,34,positive,4,4.126791925198631,"{""strongly negative"": 0.000448, ""negative"": 0.001368, ""negative or neutral"": 0.01418, ""positive"": 0.838953, ""strongly positive"": 0.145051}",0.000448,0.001368,0.01418,0.838953,0.145051
9719,4225,1022,4.0,540,negative or neutral,3,3.001389482233208,"{""strongly negative"": 0.000504, ""negative"": 0.07944, ""negative or neutral"": 0.838628, ""positive"": 0.081018, ""strongly positive"": 0.00041}",0.000504,0.07944,0.838628,0.081018,0.00041
9720,3074,706,5.0,38,positive,4,4.15438229625579,"{""strongly negative"": 0.001324, ""negative"": 0.003506, ""negative or neutral"": 0.016936, ""positive"": 0.79593, ""strongly positive"": 0.182303}",0.001324,0.003506,0.016936,0.79593,0.182303
9721,3815,880,5.0,86,positive,4,3.996520346001489,"{""strongly negative"": 0.000298, ""negative"": 0.002027, ""negative or neutral"": 0.031671, ""positive"": 0.932866, ""strongly positive"": 0.033138}",0.000298,0.002027,0.031671,0.932866,0.033138
9722,5058,245,5.0,29,negative or neutral,3,3.415513894578908,"{""strongly negative"": 0.000558, ""negative"": 0.014965, ""negative or neutral"": 0.555611, ""positive"": 0.426136, ""strongly positive"": 0.00273}",0.000558,0.014965,0.555611,0.426136,0.00273
9723,2164,84,5.0,58,positive,4,3.894005303867744,"{""strongly negative"": 0.000179, ""negative"": 0.003816, ""negative or neutral"": 0.103401, ""positive"": 0.887028, ""strongly positive"": 0.005576}",0.000179,0.003816,0.103401,0.887028,0.005576
9724,4488,264,3.0,333,negative or neutral,3,2.889940396125894,"{""strongly negative"": 0.000607, ""negative"": 0.161905, ""negative or neutral"": 0.784814, ""positive"": 0.052287, ""strongly positive"": 0.000387}",0.000607,0.161905,0.784814,0.052287,0.000387
9725,1324,1495,5.0,43,positive,4,3.905692816333613,"{""strongly negative"": 0.000208, ""negative"": 0.001849, ""negative or neutral"": 0.095557, ""positive"": 0.896816, ""strongly positive"": 0.00557}",0.000208,0.001849,0.095557,0.896816,0.00557
9726,3381,1264,1.0,37,negative,2,2.02969672519248,"{""strongly negative"": 0.016127, ""negative"": 0.941071, ""negative or neutral"": 0.040268, ""positive"": 0.002045, ""strongly positive"": 0.000489}",0.016127,0.941071,0.040268,0.002045,0.000489
9727,3805,976,4.0,20,positive,4,3.9792214160843287,"{""strongly negative"": 0.000219, ""negative"": 0.001042, ""negative or neutral"": 0.030228, ""positive"": 0.956321, ""strongly positive"": 0.01219}",0.000219,0.001042,0.030228,0.956321,0.01219
9728,635,1282,5.0,69,positive,4,3.5977982295444235,"{""strongly negative"": 0.00096, ""negative"": 0.037595, ""negative or neutral"": 0.328739, ""positive"": 0.628099, ""strongly positive"": 0.004607}",0.00096,0.037595,0.328739,0.628099,0.004607
9729,1586,319,5.0,69,positive,4,4.075838414486498,"{""strongly negative"": 0.00056, ""negative"": 0.003505, ""negative or neutral"": 0.020673, ""positive"": 0.870059, ""strongly positive"": 0.105203}",0.00056,0.003505,0.020673,0.870059,0.105203
9730,581,568,5.0,21,strongly positive,5,4.723193317302503,"{""strongly negative"": 0.001739, ""negative"": 0.001217, ""negative or neutral"": 0.002988, ""positive"": 0.260224, ""strongly positive"": 0.733832}",0.001739,0.001217,0.002988,0.260224,0.733832
9731,1481,426,4.0,30,positive,4,3.660177675439627,"{""strongly negative"": 0.000244, ""negative"": 0.004083, ""negative or neutral"": 0.334726, ""positive"": 0.657146, ""strongly positive"": 0.003801}",0.000244,0.004083,0.334726,0.657146,0.003801
9732,3975,1667,5.0,37,strongly positive,5,4.488015704206191,"{""strongly negative"": 0.001335, ""negative"": 0.00153, ""negative or neutral"": 0.00447, ""positive"": 0.493114, ""strongly positive"": 0.499551}",0.001335,0.00153,0.00447,0.493114,0.499551
9733,35,1580,4.0,341,positive,4,3.676383834201261,"{""strongly negative"": 0.000232, ""negative"": 0.004928, ""negative or neutral"": 0.314411, ""positive"": 0.679084, ""strongly positive"": 0.001346}",0.000232,0.004928,0.314411,0.679084,0.001346
9734,3037,1354,5.0,397,negative or neutral,3,3.2341585489339195,"{""strongly negative"": 0.000162, ""negative"": 0.007994, ""negative or neutral"": 0.749813, ""positive"": 0.241585, ""strongly positive"": 0.000445}",0.000162,0.007994,0.749813,0.241585,0.000445
9735,2657,1310,3.0,99,negative or neutral,3,2.9863252310315147,"{""strongly negative"": 0.000652, ""negative"": 0.116397, ""negative or neutral"": 0.779599, ""positive"": 0.102676, ""strongly positive"": 0.000676}",0.000652,0.116397,0.779599,0.102676,0.000676
9736,3816,249,5.0,20,positive,4,4.07933257042896,"{""strongly negative"": 0.001466, ""negative"": 0.007569, ""negative or neutral"": 0.031634, ""positive"": 0.828829, ""strongly positive"": 0.130503}",0.001466,0.007569,0.031634,0.828829,0.130503
9737,3353,1596,5.0,43,positive,4,4.032202535716351,"{""strongly negative"": 0.000483, ""negative"": 0.001659, ""negative or neutral"": 0.016883, ""positive"": 0.927123, ""strongly positive"": 0.053852}",0.000483,0.001659,0.016883,0.927123,0.053852
9738,541,508,5.0,27,positive,4,3.993212185392622,"{""strongly negative"": 0.000187, ""negative"": 0.000773, ""negative or neutral"": 0.021397, ""positive"": 0.960928, ""strongly positive"": 0.016715}",0.000187,0.000773,0.021397,0.960928,0.016715
9739,267,1536,5.0,37,positive,4,4.010552424719208,"{""strongly negative"": 0.000224, ""negative"": 0.001114, ""negative or neutral"": 0.024949, ""positive"": 0.935312, ""strongly positive"": 0.038401}",0.000224,0.001114,0.024949,0.935312,0.038401
9740,1152,276,3.0,319,negative,2,2.092586473794654,"{""strongly negative"": 0.005126, ""negative"": 0.903755, ""negative or neutral"": 0.085078, ""positive"": 0.00549, ""strongly positive"": 0.000552}",0.005126,0.903755,0.085078,0.00549,0.000552
9741,132,539,5.0,21,positive,4,3.806560569413705,"{""strongly negative"": 0.000209, ""negative"": 0.004866, ""negative or neutral"": 0.185568, ""positive"": 0.806867, ""strongly positive"": 0.00249}",0.000209,0.004866,0.185568,0.806867,0.00249
9742,4680,456,5.0,54,negative or neutral,3,3.209113955759676,"{""strongly negative"": 0.000254, ""negative"": 0.017656, ""negative or neutral"": 0.755397, ""positive"": 0.226108, ""strongly positive"": 0.000585}",0.000254,0.017656,0.755397,0.226108,0.000585
9743,2124,660,5.0,35,positive,4,3.7166103821073193,"{""strongly negative"": 0.00019, ""negative"": 0.003378, ""negative or neutral"": 0.278798, ""positive"": 0.714899, ""strongly positive"": 0.002735}",0.00019,0.003378,0.278798,0.714899,0.002735
9744,4350,1467,5.0,46,positive,4,3.900411040056497,"{""strongly negative"": 0.001203, ""negative"": 0.017208, ""negative or neutral"": 0.09558, ""positive"": 0.851994, ""strongly positive"": 0.034015}",0.001203,0.017208,0.09558,0.851994,0.034015
9745,4889,187,5.0,20,positive,4,4.069993064244045,"{""strongly negative"": 0.000418, ""negative"": 0.000721, ""negative or neutral"": 0.006871, ""positive"": 0.912429, ""strongly positive"": 0.079561}",0.000418,0.000721,0.006871,0.912429,0.079561
9746,935,403,3.0,67,negative or neutral,3,3.161968365384382,"{""strongly negative"": 0.000226, ""negative"": 0.032915, ""negative or neutral"": 0.772086, ""positive"": 0.194212, ""strongly positive"": 0.000562}",0.000226,0.032915,0.772086,0.194212,0.000562
9747,2384,1196,5.0,24,strongly positive,5,4.862087924033403,"{""strongly negative"": 0.002395, ""negative"": 0.001672, ""negative or neutral"": 0.002593, ""positive"": 0.11813, ""strongly positive"": 0.87521}",0.002395,0.001672,0.002593,0.11813,0.87521
9748,2326,1040,4.0,102,positive,4,3.524643386132084,"{""strongly negative"": 0.00086, ""negative"": 0.016521, ""negative or neutral"": 0.444699, ""positive"": 0.532957, ""strongly positive"": 0.004963}",0.00086,0.016521,0.444699,0.532957,0.004963
9749,816,1048,5.0,5,strongly positive,5,4.737501916359179,"{""strongly negative"": 0.001606, ""negative"": 0.001373, ""negative or neutral"": 0.003475, ""positive"": 0.245004, ""strongly positive"": 0.748541}",0.001606,0.001373,0.003475,0.245004,0.748541
9750,2946,562,1.0,35,negative or neutral,3,2.8876189813017845,"{""strongly negative"": 0.000861, ""negative"": 0.19588, ""negative or neutral"": 0.71858, ""positive"": 0.084137, ""strongly positive"": 0.000542}",0.000861,0.19588,0.71858,0.084137,0.000542
9751,2029,661,5.0,26,positive,4,4.376671669189818,"{""strongly negative"": 0.001116, ""negative"": 0.001339, ""negative or neutral"": 0.007729, ""positive"": 0.599389, ""strongly positive"": 0.390427}",0.001116,0.001339,0.007729,0.599389,0.390427
9752,493,40,5.0,59,positive,4,4.062092253472656,"{""strongly negative"": 0.000635, ""negative"": 0.001629, ""negative or neutral"": 0.015574, ""positive"": 0.899334, ""strongly positive"": 0.082829}",0.000635,0.001629,0.015574,0.899334,0.082829
9753,4516,1263,2.0,273,negative,2,2.205193359142868,"{""strongly negative"": 0.001805, ""negative"": 0.798286, ""negative or neutral"": 0.193147, ""positive"": 0.006435, ""strongly positive"": 0.000327}",0.001805,0.798286,0.193147,0.006435,0.000327
9754,1740,813,5.0,322,negative or neutral,3,2.917365824512672,"{""strongly negative"": 0.000716, ""negative"": 0.171194, ""negative or neutral"": 0.738668, ""positive"": 0.088849, ""strongly positive"": 0.000572}",0.000716,0.171194,0.738668,0.088849,0.000572
9755,1169,1102,5.0,42,positive,4,4.102182652219199,"{""strongly negative"": 0.000747, ""negative"": 0.001384, ""negative or neutral"": 0.017019, ""positive"": 0.85664, ""strongly positive"": 0.12421}",0.000747,0.001384,0.017019,0.85664,0.12421
9756,4970,1134,5.0,23,positive,4,4.015984998724889,"{""strongly negative"": 0.000357, ""negative"": 0.000805, ""negative or neutral"": 0.018621, ""positive"": 0.942928, ""strongly positive"": 0.037288}",0.000357,0.000805,0.018621,0.942928,0.037288
9757,2326,1360,5.0,44,positive,4,3.530330216686707,"{""strongly negative"": 0.00093, ""negative"": 0.019349, ""negative or neutral"": 0.431301, ""positive"": 0.5453, ""strongly positive"": 0.00312}",0.00093,0.019349,0.431301,0.5453,0.00312
9758,4568,788,5.0,27,positive,4,3.9223226429894567,"{""strongly negative"": 0.00126, ""negative"": 0.014597, ""negative or neutral"": 0.094847, ""positive"": 0.839152, ""strongly positive"": 0.050144}",0.00126,0.014597,0.094847,0.839152,0.050144
9759,4958,1598,5.0,88,strongly positive,5,4.617688108002767,"{""strongly negative"": 0.002585, ""negative"": 0.002521, ""negative or neutral"": 0.004884, ""positive"": 0.354639, ""strongly positive"": 0.63537}",0.002585,0.002521,0.004884,0.354639,0.63537
9760,4091,1431,5.0,21,positive,4,3.9759662061551353,"{""strongly negative"": 0.00013, ""negative"": 0.000436, ""negative or neutral"": 0.03041, ""positive"": 0.961384, ""strongly positive"": 0.00764}",0.00013,0.000436,0.03041,0.961384,0.00764
9761,3861,809,5.0,87,positive,4,3.94281437038444,"{""strongly negative"": 0.000667, ""negative"": 0.005034, ""negative or neutral"": 0.068194, ""positive"": 0.903029, ""strongly positive"": 0.023077}",0.000667,0.005034,0.068194,0.903029,0.023077
9762,852,1453,4.0,80,negative or neutral,3,3.108286142873112,"{""strongly negative"": 0.000191, ""negative"": 0.027514, ""negative or neutral"": 0.836567, ""positive"": 0.13527, ""strongly positive"": 0.000457}",0.000191,0.027514,0.836567,0.13527,0.000457
9763,3490,1210,4.0,190,positive,4,3.62865923132631,"{""strongly negative"": 0.000257, ""negative"": 0.006343, ""negative or neutral"": 0.35896, ""positive"": 0.633363, ""strongly positive"": 0.001077}",0.000257,0.006343,0.35896,0.633363,0.001077
9764,1128,788,3.0,121,negative,2,2.0795465139090084,"{""strongly negative"": 0.008158, ""negative"": 0.911793, ""negative or neutral"": 0.073173, ""positive"": 0.006098, ""strongly positive"": 0.000778}",0.008158,0.911793,0.073173,0.006098,0.000778
9765,4169,1102,4.0,68,positive,4,3.907853326352779,"{""strongly negative"": 0.000256, ""negative"": 0.002598, ""negative or neutral"": 0.092904, ""positive"": 0.89752, ""strongly positive"": 0.006722}",0.000256,0.002598,0.092904,0.89752,0.006722
9766,3594,1645,5.0,456,positive,4,3.55719518429396,"{""strongly negative"": 0.0001, ""negative"": 0.003016, ""negative or neutral"": 0.437313, ""positive"": 0.558731, ""strongly positive"": 0.00084}",0.0001,0.003016,0.437313,0.558731,0.00084
9767,626,1552,5.0,33,negative or neutral,3,2.923166508582653,"{""strongly negative"": 0.000515, ""negative"": 0.111622, ""negative or neutral"": 0.852517, ""positive"": 0.034874, ""strongly positive"": 0.000472}",0.000515,0.111622,0.852517,0.034874,0.000472
9768,4122,1402,3.0,1118,negative or neutral,3,2.55324969268986,"{""strongly negative"": 0.001181, ""negative"": 0.465151, ""negative or neutral"": 0.513257, ""positive"": 0.02006, ""strongly positive"": 0.000351}",0.001181,0.465151,0.513257,0.02006,0.000351
9769,3507,145,3.0,41,negative,2,2.149342254153453,"{""strongly negative"": 0.00613, ""negative"": 0.855969, ""negative or neutral"": 0.121498, ""positive"": 0.015234, ""strongly positive"": 0.001169}",0.00613,0.855969,0.121498,0.015234,0.001169
9770,1134,106,4.0,26,positive,4,4.209383189154323,"{""strongly negative"": 0.000654, ""negative"": 0.00113, ""negative or neutral"": 0.006928, ""positive"": 0.770755, ""strongly positive"": 0.220533}",0.000654,0.00113,0.006928,0.770755,0.220533
9771,2150,734,5.0,34,positive,4,4.169901874382049,"{""strongly negative"": 0.000941, ""negative"": 0.001674, ""negative or neutral"": 0.011785, ""positive"": 0.797746, ""strongly positive"": 0.187855}",0.000941,0.001674,0.011785,0.797746,0.187855
9772,1316,1104,3.0,28,negative,2,1.9535626034485176,"{""strongly negative"": 0.066356, ""negative"": 0.915924, ""negative or neutral"": 0.016123, ""positive"": 0.000995, ""strongly positive"": 0.000601}",0.066356,0.915924,0.016123,0.000995,0.000601
9773,2214,1409,5.0,74,negative,2,2.431607421836816,"{""strongly negative"": 0.002127, ""negative"": 0.583054, ""negative or neutral"": 0.396445, ""positive"": 0.017832, ""strongly positive"": 0.000542}",0.002127,0.583054,0.396445,0.017832,0.000542
9774,3388,1022,5.0,118,positive,4,3.5457572516752407,"{""strongly negative"": 0.000937, ""negative"": 0.027142, ""negative or neutral"": 0.399423, ""positive"": 0.570223, ""strongly positive"": 0.002275}",0.000937,0.027142,0.399423,0.570223,0.002275
9775,1198,908,1.0,261,negative,2,2.146345547720557,"{""strongly negative"": 0.003045, ""negative"": 0.85276, ""negative or neutral"": 0.1393, ""positive"": 0.004592, ""strongly positive"": 0.000302}",0.003045,0.85276,0.1393,0.004592,0.000302
9776,852,154,4.0,121,positive,4,3.8909645056846784,"{""strongly negative"": 0.000111, ""negative"": 0.002194, ""negative or neutral"": 0.107285, ""positive"": 0.88744, ""strongly positive"": 0.00297}",0.000111,0.002194,0.107285,0.88744,0.00297
9777,1832,640,5.0,141,positive,4,3.941097005357733,"{""strongly negative"": 0.000262, ""negative"": 0.002511, ""negative or neutral"": 0.060835, ""positive"": 0.928651, ""strongly positive"": 0.00774}",0.000262,0.002511,0.060835,0.928651,0.00774
9778,3774,584,5.0,32,positive,4,3.99514361115871,"{""strongly negative"": 0.000174, ""negative"": 0.000548, ""negative or neutral"": 0.023848, ""positive"": 0.954821, ""strongly positive"": 0.020609}",0.000174,0.000548,0.023848,0.954821,0.020609
9779,2831,1681,4.0,31,positive,4,4.232344757765532,"{""strongly negative"": 0.000781, ""negative"": 0.00099, ""negative or neutral"": 0.007207, ""positive"": 0.74715, ""strongly positive"": 0.243873}",0.000781,0.00099,0.007207,0.74715,0.243873
9780,2165,1218,5.0,157,positive,4,3.927030115883099,"{""strongly negative"": 0.000246, ""negative"": 0.002799, ""negative or neutral"": 0.074345, ""positive"": 0.914898, ""strongly positive"": 0.007712}",0.000246,0.002799,0.074345,0.914898,0.007712
9781,1933,1593,5.0,26,positive,4,4.10169259639224,"{""strongly negative"": 0.000707, ""negative"": 0.004175, ""negative or neutral"": 0.023376, ""positive"": 0.836201, ""strongly positive"": 0.13554}",0.000707,0.004175,0.023376,0.836201,0.13554
9782,3295,1455,5.0,25,positive,4,4.048544813587796,"{""strongly negative"": 0.000386, ""negative"": 0.000822, ""negative or neutral"": 0.023327, ""positive"": 0.900794, ""strongly positive"": 0.074672}",0.000386,0.000822,0.023327,0.900794,0.074672
9783,4094,1268,5.0,57,negative or neutral,3,3.475234036348411,"{""strongly negative"": 0.000222, ""negative"": 0.012232, ""negative or neutral"": 0.501689, ""positive"": 0.483806, ""strongly positive"": 0.002052}",0.000222,0.012232,0.501689,0.483806,0.002052
9784,10,448,4.0,58,negative,2,2.3858650033798767,"{""strongly negative"": 0.001167, ""negative"": 0.619245, ""negative or neutral"": 0.372376, ""positive"": 0.006978, ""strongly positive"": 0.000233}",0.001167,0.619245,0.372376,0.006978,0.000233
9785,1450,402,5.0,79,positive,4,4.148211549734697,"{""strongly negative"": 0.001234, ""negative"": 0.003476, ""negative or neutral"": 0.017629, ""positive"": 0.801165, ""strongly positive"": 0.176496}",0.001234,0.003476,0.017629,0.801165,0.176496
9786,536,810,5.0,21,positive,4,4.013568493013736,"{""strongly negative"": 0.00031, ""negative"": 0.000545, ""negative or neutral"": 0.021247, ""positive"": 0.941062, ""strongly positive"": 0.036836}",0.00031,0.000545,0.021247,0.941062,0.036836
9787,3966,643,3.0,406,negative or neutral,3,2.792309188575018,"{""strongly negative"": 0.001123, ""negative"": 0.259641, ""negative or neutral"": 0.685489, ""positive"": 0.0533, ""strongly positive"": 0.000448}",0.001123,0.259641,0.685489,0.0533,0.000448
