row_id,user_id,item_id,rating,review_length,sentiment_label,sentiment_1_5,sentiment_expected_1_5,sentiment_scores,sentiment_p1,sentiment_p2,sentiment_p3,sentiment_p4,sentiment_p5
11545,966,1122,5.0,44,positive,4,3.9155841700267047,"{""strongly negative"": 0.001447, ""negative"": 0.009042, ""negative or neutral"": 0.097034, ""positive"": 0.857433, ""strongly positive"": 0.035043}",0.001447,0.009042,0.097034,0.857433,0.035043
11546,2272,1211,5.0,49,positive,4,4.003775851451792,"{""strongly negative"": 0.001221, ""negative"": 0.002429, ""negative or neutral"": 0.038171, ""positive"": 0.907711, ""strongly positive"": 0.050468}",0.001221,0.002429,0.038171,0.907711,0.050468
11547,101,2315,4.0,26,positive,4,3.970848898054101,"{""strongly negative"": 0.000756, ""negative"": 0.003369, ""negative or neutral"": 0.050216, ""positive"": 0.915587, ""strongly positive"": 0.030072}",0.000756,0.003369,0.050216,0.915587,0.030072
11548,577,1646,5.0,34,positive,4,4.001858676492702,"{""strongly negative"": 0.00075, ""negative"": 0.002838, ""negative or neutral"": 0.046775, ""positive"": 0.893079, ""strongly positive"": 0.056558}",0.00075,0.002838,0.046775,0.893079,0.056558
11549,1705,2306,5.0,49,positive,4,3.912772216892336,"{""strongly negative"": 0.00042, ""negative"": 0.005123, ""negative or neutral"": 0.089362, ""positive"": 0.891454, ""strongly positive"": 0.013641}",0.00042,0.005123,0.089362,0.891454,0.013641
11550,4289,1408,4.0,116,positive,4,3.914934438158525,"{""strongly negative"": 0.000331, ""negative"": 0.001649, ""negative or neutral"": 0.087021, ""positive"": 0.904751, ""strongly positive"": 0.006247}",0.000331,0.001649,0.087021,0.904751,0.006247
11551,3301,1708,3.0,57,negative or neutral,3,2.8898530397564173,"{""strongly negative"": 0.003643, ""negative"": 0.220619, ""negative or neutral"": 0.660924, ""positive"": 0.111872, ""strongly positive"": 0.002943}",0.003643,0.220619,0.660924,0.111872,0.002943
11552,526,1014,5.0,129,positive,4,4.110046494577546,"{""strongly negative"": 0.000905, ""negative"": 0.002478, ""negative or neutral"": 0.0163, ""positive"": 0.846302, ""strongly positive"": 0.134016}",0.000905,0.002478,0.0163,0.846302,0.134016
11553,1364,1000,4.0,144,negative or neutral,3,3.3706709146354115,"{""strongly negative"": 0.000165, ""negative"": 0.006271, ""negative or neutral"": 0.617117, ""positive"": 0.375624, ""strongly positive"": 0.000824}",0.000165,0.006271,0.617117,0.375624,0.000824
11554,1594,296,5.0,99,positive,4,3.514039439207409,"{""strongly negative"": 0.00033, ""negative"": 0.020055, ""negative or neutral"": 0.447714, ""positive"": 0.529049, ""strongly positive"": 0.002853}",0.00033,0.020055,0.447714,0.529049,0.002853
11555,1086,1044,5.0,23,positive,4,3.982291954831453,"{""strongly negative"": 0.000482, ""negative"": 0.001218, ""negative or neutral"": 0.032438, ""positive"": 0.947249, ""strongly positive"": 0.018613}",0.000482,0.001218,0.032438,0.947249,0.018613
11556,3995,1133,3.0,290,negative or neutral,3,3.2189997194800526,"{""strongly negative"": 0.00105, ""negative"": 0.028985, ""negative or neutral"": 0.721734, ""positive"": 0.246377, ""strongly positive"": 0.001854}",0.00105,0.028985,0.721734,0.246377,0.001854
11557,3339,245,5.0,90,positive,4,3.992877817130648,"{""strongly negative"": 0.000433, ""negative"": 0.001481, ""negative or neutral"": 0.028025, ""positive"": 0.944899, ""strongly positive"": 0.025162}",0.000433,0.001481,0.028025,0.944899,0.025162
11558,1458,1482,2.0,93,negative or neutral,3,3.2373672961839475,"{""strongly negative"": 0.000729, ""negative"": 0.040881, ""negative or neutral"": 0.680073, ""positive"": 0.276931, ""strongly positive"": 0.001387}",0.000729,0.040881,0.680073,0.276931,0.001387
11559,1546,650,1.0,87,negative,2,2.574469774379395,"{""strongly negative"": 0.003045, ""negative"": 0.47979, ""negative or neutral"": 0.458543, ""positive"": 0.056891, ""strongly positive"": 0.00173}",0.003045,0.47979,0.458543,0.056891,0.00173
11560,3205,20,5.0,31,positive,4,3.859604914789088,"{""strongly negative"": 0.000669, ""negative"": 0.016303, ""negative or neutral"": 0.127971, ""positive"": 0.832866, ""strongly positive"": 0.02219}",0.000669,0.016303,0.127971,0.832866,0.02219
11561,897,1111,5.0,118,positive,4,3.711099291482242,"{""strongly negative"": 0.000257, ""negative"": 0.006768, ""negative or neutral"": 0.280609, ""positive"": 0.70635, ""strongly positive"": 0.006016}",0.000257,0.006768,0.280609,0.70635,0.006016
11562,1745,1593,4.0,144,positive,4,3.712925130268559,"{""strongly negative"": 0.000562, ""negative"": 0.007077, ""negative or neutral"": 0.274624, ""positive"": 0.714347, ""strongly positive"": 0.00339}",0.000562,0.007077,0.274624,0.714347,0.00339
11563,4166,1373,4.0,113,negative or neutral,3,3.3064995880122297,"{""strongly negative"": 0.000592, ""negative"": 0.017238, ""negative or neutral"": 0.658622, ""positive"": 0.322176, ""strongly positive"": 0.001372}",0.000592,0.017238,0.658622,0.322176,0.001372
11564,824,470,5.0,57,negative or neutral,3,3.170363941957476,"{""strongly negative"": 0.000426, ""negative"": 0.062649, ""negative or neutral"": 0.704924, ""positive"": 0.230136, ""strongly positive"": 0.001865}",0.000426,0.062649,0.704924,0.230136,0.001865
11565,2519,1847,5.0,33,positive,4,3.668137146451045,"{""strongly negative"": 0.000454, ""negative"": 0.010923, ""negative or neutral"": 0.314041, ""positive"": 0.669198, ""strongly positive"": 0.005385}",0.000454,0.010923,0.314041,0.669198,0.005385
11566,4466,1412,5.0,45,positive,4,3.579500680905767,"{""strongly negative"": 0.000208, ""negative"": 0.003923, ""negative or neutral"": 0.414589, ""positive"": 0.578722, ""strongly positive"": 0.002558}",0.000208,0.003923,0.414589,0.578722,0.002558
11567,1546,2315,3.0,117,negative or neutral,3,3.2896296789404005,"{""strongly negative"": 0.000538, ""negative"": 0.023482, ""negative or neutral"": 0.662675, ""positive"": 0.312419, ""strongly positive"": 0.000885}",0.000538,0.023482,0.662675,0.312419,0.000885
11568,1460,1525,5.0,80,positive,4,4.005719033302739,"{""strongly negative"": 0.000473, ""negative"": 0.001201, ""negative or neutral"": 0.024308, ""positive"": 0.940171, ""strongly positive"": 0.033847}",0.000473,0.001201,0.024308,0.940171,0.033847
11569,3733,1775,5.0,98,positive,4,3.97357033228036,"{""strongly negative"": 0.000601, ""negative"": 0.004062, ""negative or neutral"": 0.057018, ""positive"": 0.897805, ""strongly positive"": 0.040514}",0.000601,0.004062,0.057018,0.897805,0.040514
11570,1683,1802,5.0,101,positive,4,3.461692678160034,"{""strongly negative"": 0.001877, ""negative"": 0.050607, ""negative or neutral"": 0.439298, ""positive"": 0.500385, ""strongly positive"": 0.007834}",0.001877,0.050607,0.439298,0.500385,0.007834
11571,2726,630,3.0,55,negative or neutral,3,3.221305630664574,"{""strongly negative"": 0.000242, ""negative"": 0.022258, ""negative or neutral"": 0.734626, ""positive"": 0.241702, ""strongly positive"": 0.001173}",0.000242,0.022258,0.734626,0.241702,0.001173
11572,2477,354,5.0,82,positive,4,3.8511303956911433,"{""strongly negative"": 0.000397, ""negative"": 0.004578, ""negative or neutral"": 0.143974, ""positive"": 0.845601, ""strongly positive"": 0.005451}",0.000397,0.004578,0.143974,0.845601,0.005451
11573,1642,1932,4.0,114,negative or neutral,3,3.474293818930164,"{""strongly negative"": 0.000508, ""negative"": 0.010266, ""negative or neutral"": 0.505323, ""positive"": 0.482232, ""strongly positive"": 0.001672}",0.000508,0.010266,0.505323,0.482232,0.001672
11574,4312,1283,3.0,28,negative or neutral,3,2.7745897672721185,"{""strongly negative"": 0.000965, ""negative"": 0.285457, ""negative or neutral"": 0.652792, ""positive"": 0.059592, ""strongly positive"": 0.001193}",0.000965,0.285457,0.652792,0.059592,0.001193
11575,4321,631,4.0,151,negative or neutral,3,2.9903399758040905,"{""strongly negative"": 0.002059, ""negative"": 0.136454, ""negative or neutral"": 0.732613, ""positive"": 0.126837, ""strongly positive"": 0.002037}",0.002059,0.136454,0.732613,0.126837,0.002037
11576,4462,1594,1.0,230,negative,2,2.255359738599509,"{""strongly negative"": 0.003993, ""negative"": 0.751568, ""negative or neutral"": 0.23051, ""positive"": 0.012944, ""strongly positive"": 0.000985}",0.003993,0.751568,0.23051,0.012944,0.000985
11577,4551,495,5.0,47,positive,4,3.9285725234658457,"{""strongly negative"": 0.00069, ""negative"": 0.005258, ""negative or neutral"": 0.074073, ""positive"": 0.904746, ""strongly positive"": 0.015233}",0.00069,0.005258,0.074073,0.904746,0.015233
11578,979,2064,5.0,266,positive,4,3.761085820078733,"{""strongly negative"": 0.000231, ""negative"": 0.00326, ""negative or neutral"": 0.23363, ""positive"": 0.76095, ""strongly positive"": 0.001929}",0.000231,0.00326,0.23363,0.76095,0.001929
11579,3510,2010,5.0,98,positive,4,4.045117292611394,"{""strongly negative"": 0.000407, ""negative"": 0.001177, ""negative or neutral"": 0.015652, ""positive"": 0.918418, ""strongly positive"": 0.064345}",0.000407,0.001177,0.015652,0.918418,0.064345
11580,1373,113,5.0,97,positive,4,3.947183983633295,"{""strongly negative"": 0.000664, ""negative"": 0.00291, ""negative or neutral"": 0.068722, ""positive"": 0.903985, ""strongly positive"": 0.023719}",0.000664,0.00291,0.068722,0.903985,0.023719
11581,3289,411,5.0,185,negative or neutral,3,3.1439510635391343,"{""strongly negative"": 0.000278, ""negative"": 0.042466, ""negative or neutral"": 0.771301, ""positive"": 0.184937, ""strongly positive"": 0.001018}",0.000278,0.042466,0.771301,0.184937,0.001018
11582,2687,394,4.0,132,positive,4,3.648493402230088,"{""strongly negative"": 0.000553, ""negative"": 0.005203, ""negative or neutral"": 0.342, ""positive"": 0.649685, ""strongly positive"": 0.002559}",0.000553,0.005203,0.342,0.649685,0.002559
11583,2097,175,2.0,59,negative,2,1.9757824381813407,"{""strongly negative"": 0.076119, ""negative"": 0.881114, ""negative or neutral"": 0.036593, ""positive"": 0.003213, ""strongly positive"": 0.002961}",0.076119,0.881114,0.036593,0.003213,0.002961
11584,1311,1404,5.0,125,negative or neutral,3,3.365398588124662,"{""strongly negative"": 0.000389, ""negative"": 0.005491, ""negative or neutral"": 0.624096, ""positive"": 0.36838, ""strongly positive"": 0.001644}",0.000389,0.005491,0.624096,0.36838,0.001644
11585,569,2182,5.0,16,positive,4,3.5836170310503803,"{""strongly negative"": 0.000415, ""negative"": 0.004354, ""negative or neutral"": 0.408743, ""positive"": 0.584175, ""strongly positive"": 0.002313}",0.000415,0.004354,0.408743,0.584175,0.002313
11586,1091,1993,5.0,68,positive,4,3.920685840799706,"{""strongly negative"": 0.000453, ""negative"": 0.001628, ""negative or neutral"": 0.086336, ""positive"": 0.899948, ""strongly positive"": 0.011636}",0.000453,0.001628,0.086336,0.899948,0.011636
11587,4684,1056,4.0,57,positive,4,3.9356953233073,"{""strongly negative"": 0.000475, ""negative"": 0.001699, ""negative or neutral"": 0.073407, ""positive"": 0.910495, ""strongly positive"": 0.013924}",0.000475,0.001699,0.073407,0.910495,0.013924
11588,3295,2084,5.0,192,negative or neutral,3,3.429389467375586,"{""strongly negative"": 0.000178, ""negative"": 0.005461, ""negative or neutral"": 0.560723, ""positive"": 0.43207, ""strongly positive"": 0.001568}",0.000178,0.005461,0.560723,0.43207,0.001568
11589,1682,2060,4.0,398,negative or neutral,3,3.355236549366964,"{""strongly negative"": 0.000429, ""negative"": 0.008637, ""negative or neutral"": 0.627267, ""positive"": 0.3626, ""strongly positive"": 0.001066}",0.000429,0.008637,0.627267,0.3626,0.001066
11590,682,2213,5.0,22,positive,4,3.490076690679416,"{""strongly negative"": 0.000589, ""negative"": 0.027745, ""negative or neutral"": 0.456795, ""positive"": 0.510741, ""strongly positive"": 0.004129}",0.000589,0.027745,0.456795,0.510741,0.004129
11591,1233,1227,4.0,65,positive,4,3.975326841347851,"{""strongly negative"": 0.000866, ""negative"": 0.002481, ""negative or neutral"": 0.050602, ""positive"": 0.912561, ""strongly positive"": 0.03349}",0.000866,0.002481,0.050602,0.912561,0.03349
11592,3133,179,5.0,133,positive,4,3.765151785395574,"{""strongly negative"": 0.000525, ""negative"": 0.003564, ""negative or neutral"": 0.229024, ""positive"": 0.764007, ""strongly positive"": 0.002879}",0.000525,0.003564,0.229024,0.764007,0.002879
11593,396,2413,5.0,354,positive,4,3.764716331032105,"{""strongly negative"": 0.000333, ""negative"": 0.006858, ""negative or neutral"": 0.22377, ""positive"": 0.765837, ""strongly positive"": 0.003202}",0.000333,0.006858,0.22377,0.765837,0.003202
11594,169,248,1.0,225,negative,2,2.415353601099924,"{""strongly negative"": 0.001032, ""negative"": 0.590383, ""negative or neutral"": 0.40113, ""positive"": 0.007112, ""strongly positive"": 0.000344}",0.001032,0.590383,0.40113,0.007112,0.000344
11595,1004,2218,5.0,67,positive,4,3.845178545685485,"{""strongly negative"": 0.001409, ""negative"": 0.02546, ""negative or neutral"": 0.121485, ""positive"": 0.829836, ""strongly positive"": 0.02181}",0.001409,0.02546,0.121485,0.829836,0.02181
11596,4428,1006,5.0,136,positive,4,3.502046113499091,"{""strongly negative"": 0.000172, ""negative"": 0.005545, ""negative or neutral"": 0.487756, ""positive"": 0.505123, ""strongly positive"": 0.001406}",0.000172,0.005545,0.487756,0.505123,0.001406
11597,2296,156,4.0,292,positive,4,3.789788239009795,"{""strongly negative"": 0.000219, ""negative"": 0.003185, ""negative or neutral"": 0.205581, ""positive"": 0.78862, ""strongly positive"": 0.002395}",0.000219,0.003185,0.205581,0.78862,0.002395
11598,1693,884,5.0,122,positive,4,3.960242605942767,"{""strongly negative"": 0.000459, ""negative"": 0.002049, ""negative or neutral"": 0.054396, ""positive"": 0.922982, ""strongly positive"": 0.020114}",0.000459,0.002049,0.054396,0.922982,0.020114
11599,3587,786,5.0,61,negative or neutral,3,3.460260380001273,"{""strongly negative"": 0.000612, ""negative"": 0.009081, ""negative or neutral"": 0.522049, ""positive"": 0.465951, ""strongly positive"": 0.002307}",0.000612,0.009081,0.522049,0.465951,0.002307
11600,1919,390,4.0,157,positive,4,3.798548668477451,"{""strongly negative"": 0.000338, ""negative"": 0.002491, ""negative or neutral"": 0.199661, ""positive"": 0.793304, ""strongly positive"": 0.004206}",0.000338,0.002491,0.199661,0.793304,0.004206
11601,3682,1588,5.0,191,positive,4,3.858648194815032,"{""strongly negative"": 0.001081, ""negative"": 0.007604, ""negative or neutral"": 0.13348, ""positive"": 0.847257, ""strongly positive"": 0.010579}",0.001081,0.007604,0.13348,0.847257,0.010579
11602,2817,2271,4.0,185,negative or neutral,3,3.202806841756683,"{""strongly negative"": 0.00092, ""negative"": 0.023023, ""negative or neutral"": 0.749942, ""positive"": 0.224562, ""strongly positive"": 0.001554}",0.00092,0.023023,0.749942,0.224562,0.001554
11603,2435,1251,5.0,70,positive,4,3.8799858241109177,"{""strongly negative"": 0.000895, ""negative"": 0.008464, ""negative or neutral"": 0.113848, ""positive"": 0.863346, ""strongly positive"": 0.013447}",0.000895,0.008464,0.113848,0.863346,0.013447
11604,3313,1897,5.0,34,positive,4,3.969705464871368,"{""strongly negative"": 0.000246, ""negative"": 0.000996, ""negative or neutral"": 0.040152, ""positive"": 0.946019, ""strongly positive"": 0.012587}",0.000246,0.000996,0.040152,0.946019,0.012587
11605,251,484,5.0,121,positive,4,4.04307090677321,"{""strongly negative"": 0.000658, ""negative"": 0.002129, ""negative or neutral"": 0.023794, ""positive"": 0.900322, ""strongly positive"": 0.073097}",0.000658,0.002129,0.023794,0.900322,0.073097
11606,1276,1436,5.0,92,positive,4,3.7504237832908975,"{""strongly negative"": 0.000203, ""negative"": 0.002486, ""negative or neutral"": 0.247166, ""positive"": 0.746976, ""strongly positive"": 0.003169}",0.000203,0.002486,0.247166,0.746976,0.003169
11607,3072,1513,5.0,39,positive,4,4.143140007043257,"{""strongly negative"": 0.001119, ""negative"": 0.002338, ""negative or neutral"": 0.015819, ""positive"": 0.81373, ""strongly positive"": 0.166994}",0.001119,0.002338,0.015819,0.81373,0.166994
11608,3672,1959,5.0,76,positive,4,3.494058694021078,"{""strongly negative"": 0.000184, ""negative"": 0.008688, ""negative or neutral"": 0.489357, ""positive"": 0.500428, ""strongly positive"": 0.001343}",0.000184,0.008688,0.489357,0.500428,0.001343
11609,780,399,4.0,221,negative or neutral,3,3.4179410339565948,"{""strongly negative"": 0.000668, ""negative"": 0.039046, ""negative or neutral"": 0.503757, ""positive"": 0.454737, ""strongly positive"": 0.001792}",0.000668,0.039046,0.503757,0.454737,0.001792
11610,2841,1349,5.0,165,positive,4,3.68060831996263,"{""strongly negative"": 0.000474, ""negative"": 0.005306, ""negative or neutral"": 0.311034, ""positive"": 0.679509, ""strongly positive"": 0.003677}",0.000474,0.005306,0.311034,0.679509,0.003677
11611,4285,1943,5.0,305,positive,4,3.596963857664377,"{""strongly negative"": 0.00014, ""negative"": 0.003931, ""negative or neutral"": 0.395661, ""positive"": 0.599362, ""strongly positive"": 0.000906}",0.00014,0.003931,0.395661,0.599362,0.000906
11612,2947,111,5.0,128,positive,4,3.838036384418956,"{""strongly negative"": 0.000123, ""negative"": 0.001388, ""negative or neutral"": 0.161012, ""positive"": 0.835282, ""strongly positive"": 0.002195}",0.000123,0.001388,0.161012,0.835282,0.002195
11613,4574,1707,2.0,118,negative,2,2.3903612167341635,"{""strongly negative"": 0.003016, ""negative"": 0.624225, ""negative or neutral"": 0.353254, ""positive"": 0.018394, ""strongly positive"": 0.001112}",0.003016,0.624225,0.353254,0.018394,0.001112
11614,4586,1257,5.0,133,positive,4,3.7877767070021946,"{""strongly negative"": 0.00014, ""negative"": 0.002057, ""negative or neutral"": 0.210216, ""positive"": 0.785063, ""strongly positive"": 0.002525}",0.00014,0.002057,0.210216,0.785063,0.002525
11615,195,1284,5.0,35,positive,4,4.024797705584206,"{""strongly negative"": 0.000686, ""negative"": 0.002507, ""negative or neutral"": 0.034776, ""positive"": 0.895383, ""strongly positive"": 0.066647}",0.000686,0.002507,0.034776,0.895383,0.066647
11616,4520,1371,5.0,2642,negative or neutral,3,3.1519708540290594,"{""strongly negative"": 0.000915, ""negative"": 0.040126, ""negative or neutral"": 0.766239, ""positive"": 0.191513, ""strongly positive"": 0.001207}",0.000915,0.040126,0.766239,0.191513,0.001207
11617,1760,105,5.0,456,negative or neutral,3,3.2554217622673605,"{""strongly negative"": 0.000162, ""negative"": 0.011271, ""negative or neutral"": 0.72225, ""positive"": 0.265615, ""strongly positive"": 0.000701}",0.000162,0.011271,0.72225,0.265615,0.000701
11618,77,120,5.0,216,positive,4,3.943943122139899,"{""strongly negative"": 0.000331, ""negative"": 0.001342, ""negative or neutral"": 0.064452, ""positive"": 0.921804, ""strongly positive"": 0.012071}",0.000331,0.001342,0.064452,0.921804,0.012071
11619,1663,460,5.0,154,positive,4,3.9901224087225273,"{""strongly negative"": 0.000363, ""negative"": 0.0008, ""negative or neutral"": 0.028474, ""positive"": 0.949076, ""strongly positive"": 0.021287}",0.000363,0.0008,0.028474,0.949076,0.021287
11620,3276,183,4.0,88,positive,4,3.736964375828393,"{""strongly negative"": 0.000408, ""negative"": 0.004229, ""negative or neutral"": 0.256735, ""positive"": 0.735248, ""strongly positive"": 0.003381}",0.000408,0.004229,0.256735,0.735248,0.003381
11621,3114,975,4.0,107,positive,4,3.933444970884011,"{""strongly negative"": 0.000167, ""negative"": 0.000919, ""negative or neutral"": 0.068917, ""positive"": 0.925297, ""strongly positive"": 0.0047}",0.000167,0.000919,0.068917,0.925297,0.0047
11622,64,1913,5.0,70,positive,4,3.9886829557362944,"{""strongly negative"": 0.001112, ""negative"": 0.00426, ""negative or neutral"": 0.059415, ""positive"": 0.875259, ""strongly positive"": 0.059954}",0.001112,0.00426,0.059415,0.875259,0.059954
11623,824,1377,4.0,118,negative or neutral,3,3.2185561532969587,"{""strongly negative"": 0.000867, ""negative"": 0.028098, ""negative or neutral"": 0.724296, ""positive"": 0.245091, ""strongly positive"": 0.001648}",0.000867,0.028098,0.724296,0.245091,0.001648
11624,3691,844,5.0,66,positive,4,3.917820019472856,"{""strongly negative"": 0.00087, ""negative"": 0.003851, ""negative or neutral"": 0.088499, ""positive"": 0.890149, ""strongly positive"": 0.016631}",0.00087,0.003851,0.088499,0.890149,0.016631
11625,1335,1418,5.0,101,negative or neutral,3,3.450367299374193,"{""strongly negative"": 0.000648, ""negative"": 0.031004, ""negative or neutral"": 0.487493, ""positive"": 0.479044, ""strongly positive"": 0.001811}",0.000648,0.031004,0.487493,0.479044,0.001811
11626,2862,727,3.0,136,negative or neutral,3,3.2683055390953086,"{""strongly negative"": 0.000921, ""negative"": 0.047233, ""negative or neutral"": 0.636134, ""positive"": 0.314042, ""strongly positive"": 0.001669}",0.000921,0.047233,0.636134,0.314042,0.001669
11627,2512,1225,5.0,140,positive,4,3.9173659057705663,"{""strongly negative"": 0.000493, ""negative"": 0.003121, ""negative or neutral"": 0.085156, ""positive"": 0.900986, ""strongly positive"": 0.010244}",0.000493,0.003121,0.085156,0.900986,0.010244
11628,2307,1126,4.0,84,positive,4,3.923975945799612,"{""strongly negative"": 0.000501, ""negative"": 0.003828, ""negative or neutral"": 0.085122, ""positive"": 0.892292, ""strongly positive"": 0.018257}",0.000501,0.003828,0.085122,0.892292,0.018257
11629,1154,1759,1.0,392,negative,2,2.207236476009712,"{""strongly negative"": 0.004066, ""negative"": 0.797968, ""negative or neutral"": 0.185534, ""positive"": 0.011528, ""strongly positive"": 0.000904}",0.004066,0.797968,0.185534,0.011528,0.000904
11630,1349,998,5.0,43,positive,4,4.265975490328856,"{""strongly negative"": 0.001272, ""negative"": 0.001816, ""negative or neutral"": 0.009143, ""positive"": 0.705205, ""strongly positive"": 0.282565}",0.001272,0.001816,0.009143,0.705205,0.282565
11631,2708,1717,5.0,717,positive,4,3.764924618386431,"{""strongly negative"": 0.000365, ""negative"": 0.002889, ""negative or neutral"": 0.230357, ""positive"": 0.764232, ""strongly positive"": 0.002156}",0.000365,0.002889,0.230357,0.764232,0.002156
11632,607,81,3.0,149,negative or neutral,3,2.946763840445783,"{""strongly negative"": 0.000516, ""negative"": 0.13189, ""negative or neutral"": 0.788495, ""positive"": 0.078516, ""strongly positive"": 0.000584}",0.000516,0.13189,0.788495,0.078516,0.000584
11633,2554,760,3.0,99,negative or neutral,3,3.394169057602994,"{""strongly negative"": 0.001294, ""negative"": 0.025535, ""negative or neutral"": 0.553918, ""positive"": 0.416214, ""strongly positive"": 0.003039}",0.001294,0.025535,0.553918,0.416214,0.003039
11634,1320,543,5.0,20,strongly positive,5,4.48989622015506,"{""strongly negative"": 0.004173, ""negative"": 0.005847, ""negative or neutral"": 0.012873, ""positive"": 0.450125, ""strongly positive"": 0.526982}",0.004173,0.005847,0.012873,0.450125,0.526982
11635,3847,1883,5.0,44,positive,4,3.865897440118715,"{""strongly negative"": 0.000263, ""negative"": 0.004561, ""negative or neutral"": 0.129557, ""positive"": 0.860255, ""strongly positive"": 0.005365}",0.000263,0.004561,0.129557,0.860255,0.005365
11636,2806,2165,4.0,71,positive,4,3.843476103138528,"{""strongly negative"": 0.000212, ""negative"": 0.002673, ""negative or neutral"": 0.154665, ""positive"": 0.838325, ""strongly positive"": 0.004125}",0.000212,0.002673,0.154665,0.838325,0.004125
11637,1142,946,5.0,156,positive,4,3.714250690041808,"{""strongly negative"": 0.000379, ""negative"": 0.009743, ""negative or neutral"": 0.26851, ""positive"": 0.717983, ""strongly positive"": 0.003385}",0.000379,0.009743,0.26851,0.717983,0.003385
11638,4588,1987,5.0,308,negative or neutral,3,3.041549971079803,"{""strongly negative"": 0.000235, ""negative"": 0.040277, ""negative or neutral"": 0.877576, ""positive"": 0.081524, ""strongly positive"": 0.000387}",0.000235,0.040277,0.877576,0.081524,0.000387
11639,4568,709,4.0,29,positive,4,3.921764628088568,"{""strongly negative"": 0.000506, ""negative"": 0.004166, ""negative or neutral"": 0.083911, ""positive"": 0.895894, ""strongly positive"": 0.015524}",0.000506,0.004166,0.083911,0.895894,0.015524
11640,536,815,5.0,72,positive,4,4.0671196894254535,"{""strongly negative"": 0.000979, ""negative"": 0.003727, ""negative or neutral"": 0.032158, ""positive"": 0.853467, ""strongly positive"": 0.109669}",0.000979,0.003727,0.032158,0.853467,0.109669
11641,923,1954,5.0,110,positive,4,3.976822691212874,"{""strongly negative"": 0.000787, ""negative"": 0.005184, ""negative or neutral"": 0.058737, ""positive"": 0.887005, ""strongly positive"": 0.048288}",0.000787,0.005184,0.058737,0.887005,0.048288
11642,769,1211,5.0,66,positive,4,3.641442811640445,"{""strongly negative"": 0.000528, ""negative"": 0.00845, ""negative or neutral"": 0.343891, ""positive"": 0.643316, ""strongly positive"": 0.003816}",0.000528,0.00845,0.343891,0.643316,0.003816
11643,1931,1603,5.0,33,positive,4,3.715223788429285,"{""strongly negative"": 0.000368, ""negative"": 0.005248, ""negative or neutral"": 0.27648, ""positive"": 0.7146, ""strongly positive"": 0.003304}",0.000368,0.005248,0.27648,0.7146,0.003304
11644,442,2222,5.0,41,positive,4,3.758748816384468,"{""strongly negative"": 0.000727, ""negative"": 0.013947, ""negative or neutral"": 0.218457, ""positive"": 0.759587, ""strongly positive"": 0.007281}",0.000727,0.013947,0.218457,0.759587,0.007281
11645,497,164,3.0,145,negative or neutral,3,2.955905681708828,"{""strongly negative"": 0.001895, ""negative"": 0.176748, ""negative or neutral"": 0.686947, ""positive"": 0.132378, ""strongly positive"": 0.002033}",0.001895,0.176748,0.686947,0.132378,0.002033
11646,2025,334,5.0,225,negative or neutral,3,3.328606535025756,"{""strongly negative"": 0.000163, ""negative"": 0.013914, ""negative or neutral"": 0.643897, ""positive"": 0.341204, ""strongly positive"": 0.000822}",0.000163,0.013914,0.643897,0.341204,0.000822
11647,3634,36,3.0,69,negative or neutral,3,3.0273474922869354,"{""strongly negative"": 0.000246, ""negative"": 0.049354, ""negative or neutral"": 0.873637, ""positive"": 0.076331, ""strongly positive"": 0.000432}",0.000246,0.049354,0.873637,0.076331,0.000432
11648,2969,2130,5.0,132,positive,4,4.198317656875588,"{""strongly negative"": 0.001181, ""negative"": 0.003055, ""negative or neutral"": 0.021464, ""positive"": 0.744862, ""strongly positive"": 0.229437}",0.001181,0.003055,0.021464,0.744862,0.229437
11649,638,1615,4.0,142,positive,4,3.524104574462399,"{""strongly negative"": 0.000655, ""negative"": 0.012154, ""negative or neutral"": 0.453161, ""positive"": 0.530493, ""strongly positive"": 0.003537}",0.000655,0.012154,0.453161,0.530493,0.003537
11650,3458,7,5.0,37,positive,4,3.954718141176272,"{""strongly negative"": 0.00042, ""negative"": 0.001953, ""negative or neutral"": 0.058789, ""positive"": 0.920166, ""strongly positive"": 0.018672}",0.00042,0.001953,0.058789,0.920166,0.018672
11651,3272,2169,5.0,200,positive,4,3.951759927702369,"{""strongly negative"": 0.000363, ""negative"": 0.002129, ""negative or neutral"": 0.057384, ""positive"": 0.925635, ""strongly positive"": 0.01449}",0.000363,0.002129,0.057384,0.925635,0.01449
11652,1609,1047,5.0,207,positive,4,3.7793249205569737,"{""strongly negative"": 0.000747, ""negative"": 0.00997, ""negative or neutral"": 0.203847, ""positive"": 0.780085, ""strongly positive"": 0.005352}",0.000747,0.00997,0.203847,0.780085,0.005352
11653,1774,1049,4.0,7,negative or neutral,3,2.98640472322586,"{""strongly negative"": 0.000157, ""negative"": 0.026888, ""negative or neutral"": 0.959574, ""positive"": 0.013155, ""strongly positive"": 0.000226}",0.000157,0.026888,0.959574,0.013155,0.000226
11654,3910,1577,4.0,116,positive,4,4.046475662093144,"{""strongly negative"": 0.00066, ""negative"": 0.00152, ""negative or neutral"": 0.016536, ""positive"": 0.913251, ""strongly positive"": 0.068033}",0.00066,0.00152,0.016536,0.913251,0.068033
